,Reporter Identifier,R,p
183,cg00171126,0.013835029612416208,0.7753392963015476
184,cg00171161,0.074679977687451,0.12292109626585115
185,cg00174500,0.15775798099668822,0.0010577178318568034
186,cg00174901,0.05288096608687935,0.27502021373734475
187,cg00176210,0.277694687521701,5.111149078964251e-09
188,cg00176879,0.054032591045109615,0.26468728123554286
189,cg00177013,0.07667366203811983,0.1132095363570897
190,cg00177698,-0.0090706324494749,0.8515745776868332
191,cg00177923,-0.06324831920795765,0.1915618765573787
192,cg00178790,0.06578844991580123,0.17429436551756208
193,cg00179446,0.06540953914545218,0.17679397907322317
194,cg00180012,0.021105352309454147,0.6632702953139299
195,cg00180631,0.1523101763770869,0.001576285586674595
196,cg00182461,-0.005451190901675268,0.9104696731106857
197,cg00183782,0.1323722088841107,0.006095352641059716
198,cg00183916,0.4194390911997356,1.1484995687036596e-19
199,cg00184884,-0.042770635572120436,0.3774189046098073
200,cg00184893,-0.04104835119036129,0.39694582610563467
201,cg00185103,-0.057758100677113317,0.233100517974051
202,cg00185839,0.1005971341243128,0.037492233375039714
203,cg00186141,-0.04702579166167825,0.3317629461980322
204,cg00186701,0.1490107124443675,0.001994726792415172
205,cg00186954,0.19280871048980394,5.946435478047551e-05
206,cg00187380,0.4269700184246622,2.1591453212947175e-20
207,cg00187686,0.3286007515883515,3.1063212264717938e-12
208,cg00188348,0.10173801973364437,0.03537152533029902
209,cg00191052,0.09509627472584409,0.0492904012476376
210,cg00194146,-0.0071804972776123846,0.8822490482826418
211,cg00195561,-0.02012039861374323,0.678084267340675
212,cg00197381,0.010182554579232596,0.8336304409720947
213,cg00197641,0.11277263306922064,0.019612259660135162
214,cg00199549,-0.029611952539888547,0.5412265670398604
215,cg00200063,0.006612293809855244,0.8915069474687172
216,cg00201234,0.5540604749070548,8.310146325837135e-36
217,cg00202702,0.14548351119070854,0.00255246591983334
218,cg00202711,0.25755797246013723,6.50769956895736e-08
219,cg00204262,0.27562505135437804,6.703574245812151e-09
220,cg00206052,-3.443460922184188e-05,0.9994332583680104
221,cg00207534,-0.03125374698501368,0.5190249368675998
222,cg00208830,0.1617259519079387,0.0007846308542839364
223,cg00208967,0.13059634280795895,0.0068203135201043985
224,cg00209066,0.12064035515178484,0.012501727099928753
225,cg00209951,0.06902818268699319,0.1539865304443488
226,cg00210842,0.10586083696653383,0.028537465916387762
227,cg00211661,-0.23206208237714882,1.2141862208331466e-06
228,cg00212549,-0.01543380505120139,0.7501950202626851
229,cg00213044,0.1988435695375953,3.426105074211382e-05
230,cg00213331,0.05760097639173802,0.23437640116404013
231,cg00213714,0.3639891565430152,7.449921218169533e-15
232,cg00214346,-0.08863164127595835,0.0669708203673571
233,cg00214794,-0.02876962350152209,0.5527978476946946
234,cg00214855,0.07113102967532954,0.14179807197018507
235,cg00215066,-0.010778468647216224,0.824048414680315
236,cg00216361,0.11476745276366349,0.01753768472395582
237,cg00216758,0.05507161299833636,0.25559625223252064
238,cg00217795,-0.07046270207005939,0.1455890199815318
239,cg00221494,0.5122260150109047,5.292226483374478e-30
240,cg00223186,-0.00790844616646006,0.8704119241522347
241,cg00223950,-0.03133870645854088,0.5178889355149265
242,cg00224234,0.013055695049336954,0.7876835214496771
243,cg00224508,-0.03596369726006769,0.45803465400848214
244,cg00226904,0.07019477212737402,0.147130328137869
245,cg00226923,-0.31482154707145477,2.6604440568860144e-11
246,cg00228799,0.14390121150777016,0.0028460935043741805
247,cg00229387,-0.15171048442381346,0.0016457710309232525
248,cg00230271,-0.010187981237003181,0.8335430693146012
249,cg00230368,0.059046779693538866,0.22282116748612735
250,cg00230502,0.09211837156475226,0.056879339982216844
251,cg00230685,0.07121025449860259,0.14135374209853396
252,cg00231140,0.14163533721320185,0.0033202237269313226
253,cg00231644,0.05800083636189507,0.2311391140248177
254,cg00231920,0.05168868020506541,0.28600354968643
255,cg00233307,0.1513012530897022,0.001694788432121627
256,cg00234616,0.07447069632912587,0.12397704756050477
257,cg00234961,0.055071456193064416,0.25559760769763756
258,cg00236832,0.11859034643686457,0.014091994495550975
259,cg00237010,-0.2813920260251128,3.1307510872630317e-09
260,cg00238052,0.05198344453479463,0.28326108599203487
261,cg00239071,-0.06332186024322603,0.19104494021330903
262,cg00239419,0.026433385850018486,0.5855099636649528
263,cg00239685,0.08364658075318686,0.08390519662235599
264,cg00240312,0.3511568372277134,7.254908944474404e-14
265,cg00240432,0.027298341277937715,0.5732947340670894
266,cg00240880,0.08319033522748057,0.08561390251971121
267,cg00241355,-0.0818152400725743,0.09093389560618377
268,cg00242839,0.37009078816697677,2.433959336014535e-15
269,cg00243313,0.15261403340578916,0.0015421151079252657
270,cg00245878,0.05889270658125111,0.2240328544286717
271,cg00247489,0.04499927144569279,0.3530445227720916
272,cg00250430,0.37853513376909775,4.97435191655831e-16
273,cg00253200,-0.05240986963695159,0.27932517221576614
274,cg00256074,0.15232487583030963,0.001574616688179404
275,cg00256166,0.0607287415013021,0.2098968027348331
276,cg00256281,0.08216207793839232,0.08956768292377824
277,cg00259755,0.1764278506298644,0.0002443531875318795
278,cg00260778,0.15157877371421302,0.0016614035132267607
279,cg00261552,-0.025218161106371623,0.6028723612501821
280,cg00261781,0.10319483270495909,0.032812591418957045
281,cg00262415,0.1083264724128621,0.025018297331057454
282,cg00263723,0.11496601070099138,0.017342078720771214
283,cg00263760,0.34232896065576274,3.273535286249339e-13
284,cg00265415,-0.04390522182522187,0.3648834987385182
285,cg00265490,-0.011001038100189613,0.8204762110098118
286,cg00268009,0.178573200635723,0.00020446349316911988
287,cg00268338,0.018711214628760436,0.6994949352869761
288,cg00269115,0.015731569938831798,0.7455401927019193
289,cg00269932,0.07097410426735914,0.14268133826615048
290,cg00273068,0.42388210000641646,4.306352423068336e-20
291,cg00273124,-0.08120242882790459,0.09338856848925797
292,cg00274399,-0.08424233950658061,0.08171552476340004
293,cg00275232,0.0769806266365845,0.11176930650326616
294,cg00276797,0.043560409282261264,0.3686654342881226
295,cg00278366,0.11381593153968324,0.01850204265000679
296,cg00279797,0.13270263590590248,0.0059683616883262885
297,cg00280814,-0.10950765756503786,0.023469491278199996
298,cg00280894,0.060533362990126606,0.21136972879376817
299,cg00282347,0.44045257503229873,9.738724569390269e-22
300,cg00282683,0.16329604763099134,0.0006958601319115426
301,cg00283535,0.1293950928943823,0.007353537448396081
302,cg00288562,0.08674968353387637,0.07300108397108498
303,cg00290028,0.02094666861630633,0.6656482820753429
304,cg00290506,-0.010547617217330663,0.8277573830145368
305,cg00291877,0.037960228768376736,0.43344333535952756
306,cg00292662,0.025608215679924697,0.5972743540844774
307,cg00292971,-0.08779757303746032,0.06959097235177789
308,cg00293409,0.18881208710569614,8.48904012120528e-05
309,cg00294382,0.35850642386379544,1.995074203362963e-14
310,cg00295206,0.06468576375951089,0.18164242301331698
311,cg00295325,0.2114758608292515,1.0230085429243724e-05
312,cg00296685,0.10345416521071742,0.03237403572925721
313,cg00297584,0.4510718116970477,7.680584616071192e-23
314,cg00297600,-0.016402369689969422,0.7350879619747198
315,cg00298357,0.10930801204465854,0.023725297899893045
316,cg00298951,0.24167608638643134,4.183392970233951e-07
317,cg00301864,-0.04541686723979322,0.34859019023358173
318,cg00302793,0.03612936956479812,0.4559648459528906
319,cg00303548,0.005855791642810223,0.903855544587372
320,cg00304278,0.09993669186651136,0.03876845425093128
321,cg00307685,0.11114057589860205,0.02146530193116715
322,cg00308133,0.1319347867380061,0.006267193030051462
323,cg00308665,-0.16092705226722384,0.0008337162464939522
324,cg00309056,0.03340242424829314,0.49069355337080395
325,cg00309204,0.08839920860726001,0.06769272080971066
326,cg00311768,0.06359848838023267,0.1891096206780415
327,cg00312919,0.015153020436144506,0.7545927245727976
328,cg00314943,0.05387477381397277,0.2660873088180979
329,cg00315936,0.09429208510927581,0.051251251031349164
330,cg00317680,0.1350118655046307,0.0051452068215049225
331,cg00318573,0.18210001682343863,0.00015185541646042057
332,cg00318865,0.02791410414244516,0.5646727431266274
333,cg00319692,0.3200210675306402,1.1983336156175577e-11
334,cg00319761,0.46645666962026566,1.6484875617636443e-24
335,cg00320243,0.03820853051257896,0.4304391145441796
336,cg00321065,0.040700846316108,0.4009581583524357
337,cg00321478,-0.09139688562050093,0.05885705175907099
338,cg00323915,0.3921407771498651,3.488797601532202e-17
339,cg00324733,0.01768620612937801,0.7152207221690546
340,cg00325491,0.1616960596335487,0.0007864182679829823
341,cg00327185,0.02634277900879734,0.5867964853842818
342,cg00327483,-0.01938480802997581,0.6892295987161375
343,cg00328227,0.23070708860531622,1.4058154767839258e-06
344,cg00331237,0.1780072499857012,0.00021434892268812288
345,cg00331433,0.025593869766837342,0.5974798268240463
346,cg00332153,0.37378829084693294,1.2213716556462775e-15
347,cg00332745,0.2544890662042071,9.416151987041815e-08
348,cg00333226,0.2581095564028655,6.086531217296334e-08
349,cg00333528,0.3077849865372725,7.640145472095953e-11
350,cg00334507,0.12368664066187267,0.010430907711302544
351,cg00335286,0.10476055502355949,0.030240142120495847
352,cg00336605,0.0045556616956187205,0.9251305083864584
353,cg00338702,0.16880268443241292,0.0004528422050136892
354,cg00338893,0.024250029455470765,0.6168674419860148
355,cg00340102,0.0017138467990984417,0.9717985230527518
356,cg00342530,-0.30729369112138466,8.215576499158894e-11
357,cg00343092,0.128830797279531,0.007616653264734612
358,cg00344358,0.013258486334929084,0.7844661634621576
359,cg00344372,0.025064497626873024,0.6050841602263348
360,cg00344709,0.13302841092464202,0.005845489451022056
361,cg00346145,-0.03397071812525054,0.4833412705869098
362,cg00347729,0.1591786800946312,0.0009511979947355329
363,cg00347904,0.15890326531871715,0.0009710402854815341
364,cg00350296,-0.03110080066399702,0.5210732241960631
365,cg00350478,0.24081181158632284,4.612502893124907e-07
366,cg00350702,-0.019564600547212523,0.6864991390523482
367,cg00351011,-0.07253979291289542,0.13405519011059377
368,cg00353953,-0.25147182560101167,1.3477254467803322e-07
369,cg00354258,0.16805431592492429,0.0004804431565793516
370,cg00354572,0.2356435589260014,8.207213806555439e-07
371,cg00355802,0.04836750412635714,0.31813743448619525
372,cg00359325,0.06670996887544291,0.1683251495295608
373,cg00359973,0.07057491156403561,0.14494718964523512
374,cg00363813,0.04359680427259491,0.36826510729925166
375,cg00364344,-0.029821513224870033,0.5383666217386609
376,cg00364814,0.041840529744501954,0.38788992283040663
377,cg00365193,0.06588974864632961,0.17363059060773633
378,cg00367281,0.11971399177082277,0.013199602844106706
379,cg00367438,0.022491951929253462,0.6426369933424494
380,cg00368022,0.06224748109931187,0.19869918787117866
381,cg00368415,-0.002434244681598487,0.9599527777780337
382,cg00371195,-0.008880422795724662,0.8546521252877534
383,cg00374717,-0.05469923174971083,0.25882925183886857
384,cg00375964,0.022037872287074555,0.6493647104608509
385,cg00376639,0.11415112352244533,0.0181571790082599
386,cg00380464,-0.01634054232121542,0.7360493313569565
387,cg00381076,-0.016630159520402404,0.7315495782382075
388,cg00382515,-0.09526102165108945,0.04889653993206272
389,cg00382991,0.23025559900409398,1.475871066340527e-06
390,cg00384537,0.0579411351093341,0.23162043771469795
391,cg00386408,0.14785748691003295,0.002163441690846135
392,cg00387170,0.001368860083826894,0.9774736125459715
393,cg00392257,0.10888819773271059,0.0242710811067525
394,cg00393585,0.07334114390973927,0.12979854058284698
395,cg00394658,0.26826202432986707,1.7276360276606084e-08
396,cg00396163,0.04412536700833998,0.36248160487321623
397,cg00396894,0.20087697513753008,2.8345153100375538e-05
398,cg00397545,0.12581088919921743,0.0091728364001104
399,cg00397740,0.08110111904676377,0.0937994306643353
400,cg00398048,-0.05845067969877036,0.22753514627789678
401,cg00399483,0.09035838634583424,0.06180332943741651
402,cg00400028,0.18629304897271154,0.00010584842539398822
403,cg00400263,-0.2325192470354739,1.1553807777959543e-06
404,cg00401678,0.31722987130936176,1.842266288330972e-11
405,cg00402366,-0.04086343366285028,0.3990778926454148
406,cg00403724,0.045218709522866565,0.3506994073830712
407,cg00404599,0.19502390867783273,4.8663445557048306e-05
408,cg00405070,-0.06168993655590476,0.20275827974027116
409,cg00405568,0.05750216499900325,0.23518129157660364
410,cg00405677,0.2922217020917095,7.143407708546965e-10
411,cg00406188,0.030187042067646126,0.5333962753353421
412,cg00406844,0.12217125741448599,0.011419611094244005
413,cg00407150,-0.5181789381441888,8.835698871351987e-31
414,cg00410419,-0.05970845900273814,0.217670627687233
415,cg00410576,0.19418653156081875,5.2507953045794346e-05
416,cg00410831,0.09772139689387582,0.04332098462824482
417,cg00410895,0.03689175999267314,0.446507881528715
418,cg00410898,-0.03252764628189034,0.5021270193748405
419,cg00410921,0.21940172693587975,4.612401932960925e-06
420,cg00411097,0.012520581627917304,0.7961905068252165
421,cg00412772,0.10723516328757313,0.02652684313966574
422,cg00412805,0.3377771571690093,6.989213670846257e-13
423,cg00413066,0.021457157933333873,0.6580103090126114
424,cg00415164,0.16996925731726611,0.00041274269274069533
425,cg00415494,0.13267454277607027,0.005979065397824257
426,cg00415993,-0.30279495573269327,1.587429807138467e-10
427,cg00417297,-0.026021027510969772,0.5913755293739252
428,cg00418150,0.434514205216337,3.878611526250478e-21
429,cg00419564,0.09363294649047588,0.052906566125542426
430,cg00420568,0.05138733022170657,0.2888257091059604
431,cg00420715,0.016921479204340194,0.7270326374721787
432,cg00420929,0.2147013458334363,7.424198330329819e-06
433,cg00422913,0.08704219660016285,0.07203573648279392
434,cg00424946,0.05395486916803758,0.265376133725054
435,cg00425710,0.3570118540492938,2.601091103523357e-14
436,cg00425792,0.07959930544893057,0.10006107095225523
437,cg00426056,-0.006775482874756201,0.8888464965593569
438,cg00426498,0.13197371224260537,0.006251726955217675
439,cg00426963,0.04330240211837516,0.3715111164798199
440,cg00427635,0.35356409051949284,4.77082207691931e-14
441,cg00429618,0.07359689719384732,0.12846226050800647
442,cg00430287,-0.11334608053700251,0.018995059711170204
443,cg00430945,0.12774694223567748,0.008145720078389212
444,cg00431050,0.23897420040624348,5.669854167527435e-07
445,cg00431114,0.22105390127399316,3.892069179867807e-06
446,cg00431549,0.4159016587458098,2.4821421214453383e-19
447,cg00432979,0.02099259167619176,0.6649597468104572
448,cg00433406,0.11596659629096524,0.016385108533970717
449,cg00434413,0.13160348316724885,0.006400223692942313
450,cg00435408,0.0009664036253682047,0.984095505061777
451,cg00436282,0.24157694512247016,4.230594883427588e-07
452,cg00436301,0.08784598533989735,0.06943663010381214
453,cg00436603,0.3914556150737246,4.000228472116198e-17
454,cg00441136,-0.00635580414828831,0.8956909156573984
455,cg00443307,0.007966881146021548,0.86946293413079
456,cg00445824,0.20018349300093566,3.0244570381172575e-05
457,cg00446235,0.21141806095525686,1.0288564988567433e-05
458,cg00447208,0.15036026782778203,0.0018126157038926825
459,cg00448720,-0.14535735789378343,0.002574821446018362
460,cg00449941,0.0026503860201333588,0.9564002916896752
461,cg00451635,0.2325890438960263,1.1466465994191256e-06
462,cg00453193,0.6414951008564996,5.393068191558157e-51
463,cg00453258,0.10452153156597051,0.03062131679126264
464,cg00459975,0.018573170439926994,0.7016055311201403
465,cg00461841,0.13838220669728282,0.0041266721988193695
466,cg00462311,0.03678602519445446,0.4478127714802004
467,cg00462994,0.4569618725845462,1.805757908921812e-23
468,cg00463202,0.11871298930471685,0.013992078570898323
469,cg00463577,0.2166130377750395,6.1252358430802554e-06
470,cg00463848,0.038832515935568024,0.4229428495265142
471,cg00464269,0.05393492068775112,0.26555313626434973
472,cg00465284,0.1287585624383196,0.007650934556573764
473,cg00465846,-0.01791640969108471,0.7116781298705915
474,cg00466249,-0.08173607733598301,0.0912480507939186
475,cg00466436,-0.16691320705558962,0.0005255525637775198
476,cg00466492,0.12672381900002874,0.008674964334100217
477,cg00466544,0.0023556776316025567,0.9612443012114656
478,cg00468146,0.5298218536350062,2.4026526163043298e-32
479,cg00469635,0.03310089819692619,0.4946187223273085
480,cg00471562,-0.0010076966505719364,0.9834160245886446
481,cg00472136,0.09019999968053337,0.06226319375122116
482,cg00472814,0.015656841900039863,0.7467075211076185
483,cg00474004,0.07763381350962675,0.10875261175569706
484,cg00474209,0.10002581101508368,0.038594124636676524
485,cg00475955,0.020090793889323496,0.6785314916436933
486,cg00476577,-0.16480648741723258,0.0006193257288165303
487,cg00476580,-0.042616159881739404,0.3791458467211845
488,cg00480115,-0.20365470475239655,2.1811253610821486e-05
489,cg00480209,0.07980281822653619,0.09919358690774924
490,cg00480356,0.010740483218967745,0.8246584398269318
491,cg00481227,-0.08382765870543928,0.08323470570602019
492,cg00483154,-0.03388235990730156,0.48448047559427915
493,cg00485296,-0.012443922050464865,0.7974112099976057
494,cg00485380,0.0008794932663003413,0.9855256598719407
495,cg00487159,0.13984089374057304,0.003745379009056528
496,cg00488300,0.11159688178747094,0.020932503237641505
497,cg00488364,0.029114552052622422,0.5480448900472519
498,cg00488718,-0.06439461166216542,0.18362028494786437
499,cg00489401,0.4645096729502862,2.7096783070130745e-24
500,cg00491404,0.06805757169802602,0.1598731316809902
501,cg00491839,0.0645157393582105,0.18279551472932828
502,cg00493400,-0.007191359785992802,0.882072214310944
503,cg00495415,0.025366831024041175,0.6007358965777841
504,cg00495442,0.0005501071282354962,0.9909462608266795
505,cg00495491,0.08832641683334543,0.06792010825600167
506,cg00496170,0.020311672728565155,0.6751975106445541
507,cg00497084,-0.035210833907886804,0.4675063404433873
508,cg00497251,0.08516872711978836,0.07840263387290931
509,cg00498305,0.29775860317964536,3.2746062320733223e-10
510,cg00498604,0.13059280358597847,0.006821832308835106
511,cg00499599,0.0458030095951207,0.3445031701428414
512,cg00499822,0.23919730576577053,5.530033703160082e-07
513,cg00500400,-0.1173565765916354,0.015132561287595858
514,cg00501366,0.14876888196700297,0.0020290753786881156
515,cg00502442,0.06355019030082386,0.1894464772998807
516,cg00503458,0.03177400810547417,0.5120886455229195
517,cg00503840,0.20903269925781268,1.2999433350372532e-05
518,cg00504595,0.2570772329937718,6.897603387293326e-08
519,cg00509616,0.4171647173648615,1.8870185479971945e-19
520,cg00509670,0.41886689654491677,1.3017815356807576e-19
