,Reporter Identifier,R,p
167,cg00155485,-0.036169225915248716,0.45441032470460896
168,cg00155609,-0.03382576203925901,0.4841868954388231
169,cg00156216,-0.07892624894765862,0.1021673427904936
170,cg00156744,0.043167872720598445,0.3718792872789919
171,cg00158308,0.06760594033054504,0.1616848743044538
172,cg00160914,0.24131414712788885,4.0954394227046403e-07
173,cg00162401,0.0019000679913170017,0.968662373454625
174,cg00162643,0.011926377617581935,0.8052181829012901
175,cg00164041,0.11648821766676841,0.015659658556803124
176,cg00164898,0.49442831106731283,6.85440489237509e-28
177,cg00165981,0.017548114394733777,0.7167138293639728
178,cg00167504,0.11907567575873461,0.01348055875777755
179,cg00168082,0.05818005676764194,0.2286067596661355
180,cg00168785,-0.0877590573693,0.06906071964699818
181,cg00168942,0.04264996728830909,0.37764939438587164
182,cg00169548,0.3592545761474835,1.5172810619594048e-14
183,cg00171126,0.012365564827184695,0.7981970235733068
184,cg00171161,0.07303875133429429,0.1304892586384255
185,cg00174500,0.16147202055414905,0.0007774868717750811
186,cg00174901,0.0521531196639538,0.2805625167630217
187,cg00176210,0.28112547384350856,2.981109114108062e-09
188,cg00176879,0.059976264489398565,0.21453496441570488
189,cg00177013,0.0754813747001855,0.11807865411730313
190,cg00177698,-0.012822333661514534,0.7909120140965297
191,cg00177923,-0.06445368611999078,0.1821917222703048
192,cg00178790,0.07143677754256585,0.13916101833213348
193,cg00179446,0.06776728804017022,0.16068397792166236
194,cg00180012,0.019090857809156522,0.6930199537839252
195,cg00180631,0.15053643216676896,0.0017459224295140211
196,cg00182461,-0.005979625589409055,0.9016032310026703
197,cg00183782,0.13930753204497848,0.0037981168951020583
198,cg00183916,0.41693293778965007,1.6358129294780745e-19
199,cg00184884,-0.0417623134553414,0.3876659733615673
200,cg00184893,-0.04267642976600368,0.37735324351156435
201,cg00185103,-0.05538408531109529,0.25179285065020907
202,cg00185839,0.0988264918899378,0.04052462123973291
203,cg00186141,-0.05284007979255688,0.2742666522321122
204,cg00186701,0.1557920873425105,0.0011911945639744462
205,cg00186954,0.19411055253339243,5.077076371517566e-05
206,cg00187380,0.421695464125466,5.735013513278809e-20
207,cg00187686,0.33421885022274955,1.111155362816501e-12
208,cg00188348,0.11032501445689086,0.022133009239388827
209,cg00191052,0.09996544824537018,0.03825738039106335
210,cg00194146,-0.014927765829172622,0.7575764591301634
211,cg00195561,-0.017761861314304517,0.7134141651937591
212,cg00197381,0.008532060533633392,0.8599696658480339
213,cg00197641,0.12019515575220177,0.012623673353684708
214,cg00199549,-0.028347400821899762,0.5577203233774739
215,cg00200063,0.0032900151682698927,0.9457658911957147
216,cg00201234,0.558471831663063,1.2457773954380211e-36
217,cg00202702,0.14091109325273915,0.003410270673360018
218,cg00202711,0.2536648334105856,9.699987117095054e-08
219,cg00204262,0.27495232444828815,6.7495941949769786e-09
220,cg00206052,-0.001568394073463769,0.9741305248437909
221,cg00207534,-0.034609973930717554,0.47410677930287737
222,cg00208830,0.16250616376559443,0.0007182906233359871
223,cg00208967,0.12871941026658104,0.0075279598917256186
224,cg00209066,0.12332980562098694,0.010474567114115688
225,cg00209951,0.06855076194269974,0.15589005209326695
226,cg00210842,0.10408305963503574,0.030936099518312127
227,cg00211661,-0.23090962791936756,1.2992654314473213e-06
228,cg00212549,-0.016608003533879798,0.7312884579189258
229,cg00213044,0.19969868827446985,3.0316771972751832e-05
230,cg00213331,0.06080143307867356,0.2082833842304971
231,cg00213714,0.36751970461454664,3.375101689275235e-15
232,cg00214346,-0.09230014468573776,0.05581344668691871
233,cg00214794,-0.02328850056410606,0.6301041766076179
234,cg00214855,0.0686367527943334,0.1553705478359724
235,cg00215066,-0.008105586716855453,0.8669022870585753
236,cg00216361,0.11462128524127838,0.017418143038167525
237,cg00216758,0.05350694237740887,0.2682476439327926
238,cg00217795,-0.07165019642810294,0.13798085281022002
239,cg00221494,0.5156569213448212,1.3874442695267025e-30
240,cg00223186,-0.009521867716131976,0.843921942682727
241,cg00223950,-0.03699218475020299,0.4442028992715162
242,cg00224234,0.009094952267035803,0.8508360040471162
243,cg00224508,-0.04092111284309915,0.39730576878577345
244,cg00226904,0.07084171235582225,0.14249252119077674
245,cg00226923,-0.3083560526798696,6.338758773684547e-11
246,cg00228799,0.14235439877517206,0.0030922917258525244
247,cg00229387,-0.15441502968050858,0.0013182226442397392
248,cg00230271,-0.012022411926253418,0.803681551260196
249,cg00230368,0.06255566047328107,0.19543266727940434
250,cg00230502,0.08786156974614963,0.06873552080936657
251,cg00230685,0.0728851208972438,0.13130232616565807
252,cg00231140,0.13809148976089525,0.004118402436418043
253,cg00231644,0.06029080021677717,0.2121362890475852
254,cg00231920,0.051967026136272895,0.2822847349803781
255,cg00233307,0.1603477381662455,0.0008469416071966356
256,cg00234616,0.07194219802636882,0.13637861291801653
257,cg00234961,0.05449078292662481,0.25953382865329805
258,cg00236832,0.11797693014146325,0.014370962655397635
259,cg00237010,-0.28574114388444494,1.5968120821096102e-09
260,cg00238052,0.05368174743615714,0.2666849508597179
261,cg00239071,-0.08119377223243808,0.09265686987462597
262,cg00239419,0.028776250537513214,0.5517744129546889
263,cg00239685,0.08311468123691207,0.08516640548262518
264,cg00240312,0.3486484641277684,9.803925351254486e-14
265,cg00240432,0.023541016637160427,0.626397649241151
266,cg00240880,0.08611117251864382,0.07446331685113218
267,cg00241355,-0.082409556570442,0.08785722276108941
268,cg00242839,0.3713334725044806,1.6621488188475433e-15
269,cg00243313,0.15210533001800103,0.0015595529608680326
270,cg00245878,0.0640781622105211,0.18475739318990272
271,cg00247489,0.04193797500593556,0.3856710468512554
272,cg00250430,0.3789335298654589,3.9390855292081173e-16
273,cg00253200,-0.05645186570323673,0.24275231123986685
274,cg00256074,0.155556661262269,0.0012120802480911539
275,cg00256166,0.059572672443299945,0.2176412505567978
276,cg00256281,0.08226042336297691,0.08843499083680052
277,cg00259755,0.17883943581792264,0.0001931629210158879
278,cg00260778,0.15590477361694874,0.0011813153728618894
279,cg00261552,-0.02898653315525117,0.5488702711734326
280,cg00261781,0.09891035902954856,0.040353886713138346
281,cg00262415,0.10836116815929617,0.024633337673587455
282,cg00263723,0.11359207876418764,0.01845949234517271
283,cg00263760,0.3345037847203973,1.0604276463411423e-12
284,cg00265415,-0.04467849303052337,0.3553625725927847
285,cg00265490,-0.010435693246175737,0.8291630533671074
286,cg00268009,0.17750710035581815,0.00021596384237923468
287,cg00268338,0.018563616999967628,0.7010852436081624
288,cg00269115,0.012746307568313903,0.7921233115382295
289,cg00269932,0.07339903368866318,0.1285977859731209
290,cg00273068,0.42808346498772526,1.3693085318822103e-20
291,cg00273124,-0.07433070208829289,0.12380498745392587
292,cg00274399,-0.08775388535376595,0.06907716009106164
293,cg00275232,0.07635535536513013,0.11386929208633684
294,cg00276797,0.040987320526612345,0.39654187488940723
295,cg00278366,0.1175429216685858,0.014736672041778337
296,cg00279797,0.13640233365843016,0.004603839113911972
297,cg00280814,-0.10789083564249227,0.025267140642296595
298,cg00280894,0.059428912062306494,0.21875546271244353
299,cg00282347,0.44012904863271074,8.45273501653541e-22
300,cg00282683,0.15944878791996916,0.0009065541905623797
301,cg00283535,0.13065722728094145,0.006665318860162293
302,cg00288562,0.09271553168889614,0.05471487009182456
303,cg00290028,0.021603948010882158,0.6550648874442364
304,cg00290506,-0.015021344436977892,0.7561046908036446
305,cg00291877,0.03624895746268242,0.4534156614478959
306,cg00292662,0.02392754231234308,0.6207422709035727
307,cg00292971,-0.09086636311264086,0.05974693401249269
308,cg00293409,0.18925665646793835,7.853432767239745e-05
309,cg00294382,0.355907295937061,2.7548310386677772e-14
310,cg00295206,0.06437838004084506,0.18270410952991448
311,cg00295325,0.2156805500945333,6.4022924697436706e-06
312,cg00296685,0.10687550711867723,0.02668346720157947
313,cg00297584,0.4470860304635968,1.6074211256960607e-22
314,cg00297600,-0.01770394815961592,0.7143076604231046
315,cg00298357,0.10787006082501026,0.025295457433209562
316,cg00298951,0.2466028504521969,2.2310583983844621e-07
317,cg00301864,-0.04996234098959741,0.30128997756010606
318,cg00302793,0.03196840932334493,0.5085158670198915
319,cg00303548,0.005663904447754779,0.9067742468145438
320,cg00304278,0.10396040831434154,0.031135477325466555
321,cg00307685,0.11290060169140258,0.01918925471365376
322,cg00308133,0.13255117531786045,0.005908885183917794
323,cg00308665,-0.16247673016035352,0.0007199161064671252
324,cg00309056,0.03652501477064912,0.449981278870005
325,cg00309204,0.0875861186620727,0.06961218505640343
326,cg00311768,0.06780162910011017,0.16047155175221
327,cg00312919,0.02197237380608423,0.6495715936417532
328,cg00314943,0.05638227964284691,0.24333445327895856
329,cg00315936,0.09365631951247176,0.052293087958063374
330,cg00317680,0.1305681536685308,0.006702940799662284
331,cg00318573,0.17619649544867827,0.00024083023721232632
332,cg00318865,0.026589521896277016,0.5824124416791215
333,cg00319692,0.32539340443435155,4.613399548558424e-12
334,cg00319761,0.46435389974687963,2.206229466100236e-24
335,cg00320243,0.04286415971463653,0.37525639001923855
336,cg00321065,0.03937405879803383,0.4154060727149093
337,cg00321478,-0.09288499791755817,0.05427187237562634
338,cg00323915,0.3971758768836475,1.0623569344616315e-17
339,cg00324733,0.01576078478248914,0.744506451781717
340,cg00325491,0.1668685781208535,0.0005116541505121257
341,cg00327185,0.02390128643817772,0.6211257275192239
342,cg00327483,-0.018384798322155577,0.703828358667857
343,cg00328227,0.22972760800043043,1.476390002879098e-06
344,cg00331237,0.17857581068687536,0.00019748735793732248
345,cg00331433,0.02340728114201071,0.6283595064833629
346,cg00332153,0.3732703481998408,1.155781664783462e-15
347,cg00332745,0.24760826367726207,1.9846136487280556e-07
348,cg00333226,0.26290287504941584,3.140155579221599e-08
349,cg00333528,0.3102649987238381,4.765159670755733e-11
350,cg00334507,0.12914340501376353,0.007331117619601793
351,cg00335286,0.111102129415495,0.021206113538622624
352,cg00336605,0.0037659570826001566,0.9379350376603515
353,cg00338702,0.16211019457486225,0.0007404454756438901
354,cg00338893,0.02232096290900155,0.6443914839492997
355,cg00340102,-0.001014475238822899,0.9832652978246769
356,cg00342530,-0.3096770166452469,5.204078342936003e-11
357,cg00343092,0.12881905412390776,0.007481279821114131
358,cg00344358,0.012049747120074334,0.8032443025373875
359,cg00344372,0.028760737223907897,0.5519889596374824
360,cg00344709,0.13727208544512065,0.004347788001816603
361,cg00346145,-0.038407522085083,0.42695669352101057
362,cg00347729,0.1632949044903118,0.0006759773365073899
363,cg00347904,0.1565306023620608,0.0011278085616065212
364,cg00350296,-0.033538502008036195,0.4879080546467453
365,cg00350478,0.24723479101332876,2.0729314238893118e-07
366,cg00350702,-0.022590804161204684,0.6403933498758408
367,cg00351011,-0.07653177808877622,0.11303404456565525
368,cg00353953,-0.2505821556726317,1.399653483251284e-07
369,cg00354258,0.16940460183162467,0.00041846549287672373
370,cg00354572,0.23739150658561806,6.368744186826686e-07
371,cg00355802,0.04838804843939001,0.3167970005632295
372,cg00359325,0.06270173377198737,0.19438931849254878
373,cg00359973,0.07130900905367502,0.13987125070484197
374,cg00363813,0.03651113180705088,0.45015364289590487
375,cg00364344,-0.033854602453800675,0.48381414638972403
376,cg00364814,0.04607243192472535,0.3405376378423564
377,cg00365193,0.06365396400075149,0.1876875536229377
378,cg00367281,0.12115748684447829,0.011925858415969189
379,cg00367438,0.021673228231233074,0.6540304743519049
380,cg00368022,0.060198637046511,0.21283712423432172
381,cg00368415,-0.0018674552010610323,0.9691999842239111
382,cg00371195,-0.007253590160112958,0.8807821419656706
383,cg00374717,-0.0528958300556042,0.27375996428459104
384,cg00375964,0.02277409266576851,0.6376835453045163
385,cg00376639,0.11516900733712548,0.01688517322897401
386,cg00380464,-0.018460506021091706,0.7026665158164499
387,cg00381076,-0.01687598186454029,0.7271238389232445
388,cg00382515,-0.09965279227357257,0.03886879749959449
389,cg00382991,0.23484026557463036,8.452734954911887e-07
390,cg00384537,0.05908397604217835,0.22144551926293835
391,cg00386408,0.14398234413896233,0.002766136649085995
392,cg00387170,0.0019266762510433324,0.9682237558332333
393,cg00392257,0.11180075236787294,0.020401789147577124
394,cg00393585,0.0781139300523831,0.10575696474895417
395,cg00394658,0.2666569212354076,1.9609105040701036e-08
396,cg00396163,0.04311346797026854,0.37248285016180027
397,cg00396894,0.19616663230054388,4.206775263192572e-05
398,cg00397545,0.12697354911946077,0.008389163185152454
399,cg00397740,0.07982080624766401,0.0983268315481551
400,cg00398048,-0.05714837062335486,0.23697922952020606
401,cg00399483,0.09264450289025951,0.05490143646948614
402,cg00400028,0.1604622175704788,0.0008396157740642663
403,cg00400263,-0.23102975401054196,1.2824506124681526e-06
404,cg00401678,0.31852860809280975,1.352841609128335e-11
405,cg00402366,-0.04418735860222821,0.3606811703645679
406,cg00403724,0.04467888786260514,0.35535831680881974
407,cg00404599,0.19254130247890033,5.852936746333303e-05
408,cg00405070,-0.064781611426509,0.17997287584582153
409,cg00405568,0.055020998568091325,0.254919628491958
410,cg00405677,0.2935815719442661,5.385995794455743e-10
411,cg00406188,0.02912480961123133,0.5469646876954626
412,cg00406844,0.1258964048787856,0.008963314297531845
413,cg00407150,-0.5184665495782734,5.906363720383108e-31
414,cg00410419,-0.06329482347665003,0.19019492783215664
415,cg00410576,0.19068460547934926,6.915339032019655e-05
416,cg00410831,0.10191521124949271,0.034625520184734124
417,cg00410895,0.03792789768540077,0.4327570157928302
418,cg00410898,-0.03194843878419645,0.5087808823038669
419,cg00410921,0.21972347238400577,4.238195200945697e-06
420,cg00411097,0.011539727384827845,0.8114124505219704
421,cg00412772,0.11155361119372934,0.02068323894828657
422,cg00412805,0.3415449043710023,3.2907313628319917e-13
423,cg00413066,0.021764069635859678,0.6526751372937948
424,cg00415164,0.16690242342857275,0.000510292635977672
425,cg00415494,0.13523197855561336,0.004969852207167433
426,cg00415993,-0.3003948532058917,2.0382957175822759e-10
427,cg00417297,-0.029107309767204246,0.5472056720098725
428,cg00418150,0.4378162928633692,1.455415514639519e-21
429,cg00419564,0.09264046587039404,0.054912056082694845
430,cg00420568,0.05107589738307797,0.2906306286917748
431,cg00420715,0.02020777976584273,0.6760492256035243
432,cg00420929,0.2138160582924565,7.723559620866412e-06
433,cg00422913,0.08556492854862688,0.07632834691901907
434,cg00424946,0.05389077364581131,0.26482454109170583
435,cg00425710,0.3630824970033305,7.604724503229543e-15
436,cg00425792,0.07705023250442006,0.1106073224253869
437,cg00426056,-0.010450982716212791,0.8289166133226487
438,cg00426498,0.1285403156132995,0.00761251483815198
439,cg00426963,0.042592547436819075,0.3782924907587874
440,cg00427635,0.355645574146152,2.88549120639474e-14
441,cg00429618,0.07378335323769417,0.12660359710786737
442,cg00430287,-0.11375721623070034,0.018288834808299136
443,cg00430945,0.1297007719698131,0.007079361617828032
444,cg00431050,0.24537068937063344,2.5734191815838745e-07
445,cg00431114,0.22511253851287416,2.415925506669993e-06
446,cg00431549,0.4215298012026727,5.949634627244834e-20
447,cg00432979,0.01919460397335236,0.6914369708936738
448,cg00433406,0.1195747230891423,0.013092440364917217
449,cg00434413,0.1351576446355671,0.00499396154600666
450,cg00435408,-0.002035149029151767,0.9664357622682979
451,cg00436282,0.24684837926795866,2.1682882248637027e-07
452,cg00436301,0.08760020003065747,0.06956714819226947
453,cg00436603,0.39160440350864134,3.2802423088774064e-17
454,cg00441136,0.0011338239281314705,0.9812968718737074
455,cg00443307,0.011533157945160586,0.8115177980549664
456,cg00445824,0.1928644609462079,5.684543556011417e-05
457,cg00446235,0.21376479104363327,7.763326576863901e-06
458,cg00447208,0.15159319744529087,0.001618280365071592
459,cg00448720,-0.14611835142989044,0.0023857076777499928
460,cg00449941,0.0005709263411476553,0.9905815746585483
461,cg00451635,0.23314229842679982,1.018712803860242e-06
462,cg00453193,0.6414185449441995,3.281876969696561e-51
463,cg00453258,0.10844064907218036,0.02452759902394703
464,cg00459975,0.019169395287529974,0.6918214875671788
465,cg00461841,0.14145364233148947,0.0032874153342520376
466,cg00462311,0.03895461446241694,0.4203958971747517
467,cg00462994,0.45616357323872475,1.7388854894111717e-23
468,cg00463202,0.1226126134781926,0.010935388462627045
469,cg00463577,0.21731480507682763,5.424060930961185e-06
470,cg00463848,0.041219872099558394,0.39386573995799196
471,cg00464269,0.053919185350241775,0.2645723562570776
472,cg00465284,0.1266763115270077,0.008544231142894099
473,cg00465846,-0.02098092334408287,0.6643966336426705
474,cg00466249,-0.07984956688514529,0.09820528952916452
475,cg00466436,-0.16864533856382843,0.0004445605541103851
476,cg00466492,0.1330561425124229,0.005720677354903682
477,cg00466544,0.0022681261527439634,0.9625961013333377
478,cg00468146,0.5315814122294902,9.852523875775476e-33
479,cg00469635,0.03516232629607226,0.4670765010550698
480,cg00471562,-0.0003607207297797498,0.994049199946301
481,cg00472136,0.09819629448911571,0.041827184200085805
482,cg00472814,0.013386487402106635,0.7819394478143844
483,cg00474004,0.07895778156114677,0.10202997348739444
484,cg00474209,0.10159795640277505,0.035195677508456646
485,cg00475955,0.017861078965600213,0.71188432697071
486,cg00476577,-0.1603049597383801,0.0008496942382408536
487,cg00476580,-0.04810995845323624,0.31958951018366805
488,cg00480115,-0.20806159025836726,1.3639294467129047e-05
489,cg00480209,0.07991966071753807,0.09790957488482457
490,cg00480356,0.010141669645542424,0.8339054408626858
491,cg00481227,-0.08481504962548964,0.07895028823326145
492,cg00483154,-0.035766542877529006,0.4594525383989767
493,cg00485296,-0.015898030830176765,0.7423599751774346
494,cg00485380,0.0001676465870639333,0.9972343187880304
495,cg00487159,0.14021902035833828,0.0035730249217392853
496,cg00488300,0.11364489559436829,0.018404759556221523
497,cg00488364,0.028770071318185122,0.5518598656923832
498,cg00488718,-0.068638558408918,0.1553596534701975
499,cg00489401,0.46129425147848685,4.802130923169819e-24
500,cg00491404,0.07413413283860897,0.1248044621177655
501,cg00491839,0.06246211113852926,0.19610300194844676
502,cg00493400,-0.012909076440346104,0.7895305859259772
503,cg00495415,0.02498727408508001,0.60535193375974
504,cg00495442,-0.001319686649197405,0.9782316558915852
505,cg00495491,0.09724566540403612,0.04385875781174793
506,cg00496170,0.018842073274975727,0.6968213997970096
507,cg00497084,-0.03408315330485396,0.4808657254058236
508,cg00497251,0.08734457150748313,0.07038845361874357
509,cg00498305,0.3021415888856675,1.5822872577931742e-10
510,cg00498604,0.12970979264515323,0.0070753514890718365
511,cg00499599,0.042133445362394994,0.38345851983400553
512,cg00499822,0.24040772689632559,4.538410178905148e-07
513,cg00500400,-0.11888854579389536,0.013628684111048646
514,cg00501366,0.14910948937287719,0.001932925757947654
515,cg00502442,0.06303192891423004,0.19204587539531362
516,cg00503458,0.03242525819684369,0.5024730916445989
517,cg00503840,0.20951428646203377,1.1832713807422036e-05
518,cg00504595,0.25926101176147975,4.923975846331623e-08
519,cg00509616,0.40932776193924003,8.428398957250717e-19
520,cg00509670,0.42054368303476775,7.400925056947806e-20
