,Reporter Identifier,p,fold_change
58,cg00053647,7.696296209744715e-05,1.361972252506128
59,cg00054706,0.0001147290328798753,1.5280508912408257
60,cg00055233,3.5321748975951562e-15,1.442495997284213
61,cg00056767,2.573807450252879e-07,1.6844805727260477
62,cg00057593,5.5000314129119425e-09,1.093723404392595
63,cg00058938,0.0005491463930734168,1.1831389314244853
64,cg00059225,1.7359795993019172e-22,2.285638969981051
65,cg00059424,0.0036767098457249924,2.614250804893164
66,cg00059740,0.0049689986342975724,1.448251690426482
67,cg00059930,2.5723865322434594e-13,1.0660321545916183
68,cg00060762,0.0686555176211299,2.479796100536506
69,cg00060882,0.0016124317006870803,1.2076104070517177
70,cg00061059,0.0009377572560055504,2.4686485173396133
71,cg00061629,7.28097473329697e-06,1.4581178260049397
72,cg00062776,0.20003503110100154,1.031823648427966
73,cg00063144,0.003683861831715337,1.0204190877429726
74,cg00065385,0.00011700887838915677,1.0279926818387277
75,cg00065408,0.005727893771177323,1.2410502153864218
76,cg00066153,0.002574308283458637,1.0155228410638093
77,cg00066816,7.219397331239108e-05,1.1786359709542238
78,cg00067471,2.858180406864866e-06,1.2708173516011554
79,cg00069261,0.018895029112970852,1.4470435767751437
80,cg00071250,9.42919746448356e-13,1.0514366893285954
81,cg00071998,0.009103393853667669,1.4490140923772201
82,cg00072216,0.0017931288023369466,1.658230320977563
83,cg00075967,1.008174229129587e-16,1.2235056109892006
84,cg00076645,0.02126959204781924,1.4785277240474095
85,cg00077457,0.018002314681827985,1.0329698102352203
86,cg00077877,3.979852879111505e-09,1.1430405052338481
87,cg00078194,0.0008067164891659545,2.4090039861708954
88,cg00078867,7.381899600412648e-06,1.0626365614850752
89,cg00079056,0.0011194254190998688,1.0387161564705396
90,cg00079563,9.137194766867807e-07,2.019530134964957
91,cg00080012,0.004880166813335033,1.5470489563294425
92,cg00081935,0.0019098135889744205,1.9321329234337943
93,cg00081975,6.181267138833068e-06,1.385488891050574
94,cg00083720,0.01008977132521166,1.626959309261866
95,cg00083937,1.2066710715821056e-06,1.3336752639286182
96,cg00084687,0.0002637177220055146,1.8067478787829045
97,cg00089071,1.5010892412060619e-06,1.8160680513999576
98,cg00090147,1.88842745894958e-12,1.856685323940531
99,cg00091693,1.4641825155865964e-05,1.0655206264702626
100,cg00093177,0.00686681587458649,1.0269168892598919
101,cg00094319,1.1342205952971441e-05,1.0942885975465395
102,cg00094851,0.0008093234274921623,1.4271723513337853
103,cg00095526,9.792740087794967e-13,1.2411641132680322
104,cg00095674,0.00017957454808394243,1.9000669944800592
105,cg00096922,0.0016622455357622776,1.553146343578049
106,cg00097536,3.193850619830818e-08,1.4326135919124217
107,cg00098162,0.010910015359118551,1.0391434932576398
108,cg00098239,0.02891578513262897,2.5135175562516956
109,cg00099550,0.04120202833242517,1.3071965021018128
110,cg00101227,0.00011724832340834305,1.045227248472364
111,cg00103783,0.11082754895576401,1.466365404022429
112,cg00105253,3.8140830599578486e-10,1.633062933249812
113,cg00105470,0.0006627705250630972,3.4391400447361984
114,cg00107187,8.604375810462079e-13,1.7207910275964722
115,cg00107488,1.9954335403504984e-09,1.2989302749021452
116,cg00107632,0.0008249279521985895,1.6360286429248803
117,cg00108454,1.3365442965803e-16,1.2267395222490285
118,cg00109274,0.007209380070645403,1.510147482386864
119,cg00112517,9.400488372982606e-07,1.3397188124332189
120,cg00113020,0.002025458973177389,1.0402679662381031
121,cg00113951,0.01283314412671379,1.205168436285351
122,cg00115714,0.0002860689046536473,1.8357148111598565
123,cg00116234,0.0002109186741649038,1.5138335595659322
124,cg00116838,4.28173226577846e-05,1.270921457132658
125,cg00117172,1.1827605131285518e-06,1.6020043583795471
126,cg00119079,1.364170779535946e-13,1.4829219442569643
127,cg00121158,0.04611409285868646,1.3019255506251266
128,cg00121640,6.715717246297604e-09,1.4532583996528226
129,cg00121904,0.00022397117750956542,1.4503995525943738
130,cg00123035,0.0855507858107822,1.6696630477590735
131,cg00126034,4.4096037987549415e-07,1.751663122944001
132,cg00126657,0.00026861573651288675,1.1498154958905678
133,cg00126698,1.070717230101099e-06,1.1190279256176197
134,cg00128197,2.2661333706259048e-06,3.5409816342885128
135,cg00128560,0.05003013234765358,1.0316772302968236
136,cg00128654,0.029707111071177694,1.6699700404085396
137,cg00128766,0.06733841634031391,1.6760886297036814
138,cg00128877,7.3014056796135e-24,2.262314945146309
139,cg00129774,5.2903371925356396e-05,1.4339800681933095
140,cg00131121,0.0011521637517573247,1.4160393977942831
141,cg00131557,0.014343442403995394,1.0234979050582096
142,cg00132141,6.269498703373737e-05,1.0814310945443402
143,cg00133909,0.01557882978156124,1.9514385758673378
144,cg00134539,0.001663349963949203,1.1251596096566292
145,cg00134787,0.0060030216291177396,1.0433206052607102
146,cg00135056,0.009777534417759392,1.1447733371241937
147,cg00135393,2.645889728448107e-09,1.2146606055729525
148,cg00136105,0.00830721193838517,1.8970929148700941
149,cg00136405,2.0931619117511455e-11,1.194652747382308
150,cg00136477,8.890307040035902e-05,1.031633541888551
151,cg00136736,0.004437145611617193,1.9904601489334355
152,cg00138126,2.2270548293152036e-06,1.1893441557782685
153,cg00141162,6.965608615880778e-11,1.2152707489786319
154,cg00141550,0.0010200597577075029,1.1071913516309655
155,cg00141845,0.0011895651013389217,1.2152426146108115
156,cg00143376,1.016845957006998e-09,1.121298804640239
157,cg00143998,0.002488024756448884,1.5585036097811902
158,cg00145118,0.0005998334768233112,1.3428525716996562
159,cg00145348,2.5290195712865676e-05,3.193706115203803
160,cg00146096,0.0032383615183725475,1.7037255084879106
161,cg00149659,0.003932040195810883,1.9585648823190842
162,cg00149976,0.0005401621682064303,1.3484651186596661
163,cg00151234,3.8092990594387167e-06,3.780218397814125
164,cg00151607,0.014716103274392354,2.0582067511898807
165,cg00152644,0.006163519815489966,1.0218719177181277
166,cg00155167,0.01749591465548512,1.8821840709348
167,cg00155485,0.0061708191394561325,1.6856896126948235
168,cg00155609,0.006566239939571919,1.5649055832783003
169,cg00156216,0.03642659430752535,1.6705585354469115
170,cg00156744,0.012510085803640582,1.9827948375734255
171,cg00158308,0.003789846871107604,1.329949062840471
172,cg00160914,4.025491636811739e-05,1.4199194573147396
173,cg00162401,0.07517399248839131,1.8635733174129838
174,cg00162643,0.0013477917084628117,2.5926491005226118
175,cg00164041,1.5556398024307352e-05,2.5210280371661455
176,cg00164898,3.000121969601354e-13,2.4511101724066218
177,cg00165981,0.017199341661383517,1.5463250042779346
178,cg00167504,0.0011901306931603255,1.3795218841728998
179,cg00168082,0.0026095261208984757,2.3720942116403965
180,cg00168785,0.002454878468315005,1.7629528370354073
181,cg00168942,0.000867211024922548,1.0551766982638298
182,cg00169548,4.164285396281459e-08,1.3223472557861589
183,cg00171126,0.04149149100261628,2.3731666560223896
184,cg00171161,0.004106643641978796,1.6756523378351385
185,cg00174500,0.00021775978679379788,1.287310095279266
186,cg00174901,0.013467602028724065,1.394679640941129
187,cg00176210,2.581857759501591e-07,1.1307315455597302
188,cg00176879,0.0010044456974716938,1.0061759483223218
189,cg00177013,0.028904522253699508,1.7181271877199114
190,cg00177698,0.002503122339398938,1.4154661535747226
191,cg00177923,0.004665020942673444,1.5587520155402568
192,cg00178790,0.0005129226356550408,1.3441542535722155
193,cg00179446,8.524632920062243e-06,3.2032545092342515
194,cg00180012,0.0048186069757595925,1.6398949550177468
195,cg00180631,0.0002968259476012135,1.1468297227347932
196,cg00182461,0.002202626765883756,2.091745688123367
197,cg00183782,0.009211587012503908,1.049858802388885
198,cg00183916,4.343266246292231e-12,1.8758897454714527
199,cg00184884,0.042421061540771014,1.4627360368842175
200,cg00184893,0.01703692007685725,1.5471069597420342
201,cg00185103,0.00013508021145018274,1.057894486964367
202,cg00185839,0.0003321070267940758,1.528968472367545
203,cg00186141,0.0017103648017420762,1.491839781748416
204,cg00186701,0.0001121816355992357,1.1943061101129369
205,cg00186954,6.571583035265539e-05,1.2254575512505042
206,cg00187380,8.281028380496576e-10,1.5072424594563871
207,cg00187686,2.6636837828595596e-09,1.1111489440375035
208,cg00188348,3.641816365135292e-10,1.101810180552071
209,cg00191052,2.8950155203348272e-06,1.257945298579858
210,cg00194146,3.3894345359550803e-05,1.3286599497741642
211,cg00195561,0.1239791180964193,1.024930793443636
212,cg00197381,0.00015776750460763759,1.2608608144748632
213,cg00197641,0.001036896056069842,1.3601384162241343
214,cg00199549,0.18630833624261242,1.0327226387557158
215,cg00200063,0.00707436061916881,1.6797163556378671
216,cg00201234,5.550861958179223e-18,1.8248851030063347
217,cg00202702,0.002675845469620667,1.4377662458680416
218,cg00202711,2.2073661256554096e-06,1.754360628584387
219,cg00204262,1.9560127297099266e-07,1.0704713584005228
220,cg00206052,0.0018657846366906918,1.539743471150116
221,cg00207534,0.03460163828452125,2.0610078157538263
222,cg00208830,0.0069456473290049475,1.0510325912515943
223,cg00208967,2.9778206696085754e-07,1.4417008481452027
224,cg00209066,0.0014183412670214805,1.0700313989111594
225,cg00209951,0.08957314062008852,2.2909954737721607
226,cg00210842,0.006297059707713351,1.5744689840002273
227,cg00211661,0.00015599183262691773,1.283647199291688
228,cg00212549,0.04137311634787013,1.7128825052344223
229,cg00213044,0.001404622355001836,1.0356143200735182
230,cg00213331,0.02690250128884106,1.021873311274618
231,cg00213714,1.0168194202345909e-08,1.4653193544336591
232,cg00214346,0.004717373960707136,2.2709191134238065
233,cg00214794,0.0038780317010128308,1.067074963076379
234,cg00214855,2.8974030948411156e-05,1.8781418466674378
235,cg00215066,0.024986597988238053,1.0090381568178814
236,cg00216361,0.0007293439488750139,1.501945961874025
237,cg00216758,0.003570436221487831,1.220443972929063
238,cg00217795,2.773804196397642e-06,1.2895110915644568
239,cg00221494,2.0098062205480933e-19,1.8370117031931448
240,cg00223186,0.06786116274116404,2.3199025215791798
241,cg00223950,0.018175040138381324,1.1416690507077598
242,cg00224234,4.516994208142754e-05,1.4629126896331182
243,cg00224508,0.010851897586086623,1.3094885760815635
244,cg00226904,0.0040926477076003755,1.0402745659691468
245,cg00226923,1.652772831332588e-05,1.106597176184236
246,cg00228799,0.007009330600179065,1.5757173506221678
247,cg00229387,2.2713683684478563e-07,1.2277844912929463
248,cg00230271,0.004896144779292225,1.594510443870882
249,cg00230368,0.028827887126515024,1.1294435034511343
250,cg00230502,3.6794024848085806e-06,1.3644537718770517
251,cg00230685,1.3290289896046213e-05,3.343217605146047
252,cg00231140,1.1805593682128164e-05,1.5648145779494858
253,cg00231644,1.6110638187334413e-05,1.7224799603295202
254,cg00231920,0.0015018714986144148,1.2662225609397026
255,cg00233307,4.43400259130807e-07,1.4171654497108142
256,cg00234616,0.00015284258605953232,1.381178021891579
257,cg00234961,0.025118940009757576,1.9451015914318488
258,cg00236832,0.01909498989319267,1.583253260453569
259,cg00237010,1.8119033669315312e-08,1.6029845423932478
260,cg00238052,9.012966958068636e-05,1.8717383909806493
261,cg00239071,0.0008298204774018651,1.006090605914936
262,cg00239419,0.028302522079702234,1.0314005206794714
263,cg00239685,0.0007033821428012343,1.5138278645629923
264,cg00240312,2.5653602644311955e-08,1.683071575198185
265,cg00240432,0.008979812367685374,1.7714199248079778
266,cg00240880,0.001031421321416389,1.1176125878385426
267,cg00241355,0.1144720578603709,1.4847537468479386
268,cg00242839,1.8115270567154962e-10,1.209162236893558
269,cg00243313,1.580556854503869e-05,1.4838745392309154
270,cg00245878,0.003257797640307648,1.0219104050460648
271,cg00247489,0.0114384571782273,1.5394689190171138
272,cg00250430,1.374921181557981e-10,1.5337425648849894
273,cg00253200,0.01240982247336142,1.6715032726823598
274,cg00256074,8.703243117587865e-05,1.0796409953269541
275,cg00256166,0.005835061356919903,1.7592524389553887
276,cg00256281,0.005410322354465828,1.8150656016353497
277,cg00259755,0.00016144224271928478,1.4343995168825234
278,cg00260778,3.7389535046920374e-06,1.0878116295706879
279,cg00261552,0.0007346841619699335,1.5188025764239184
280,cg00261781,0.0009218973444539743,1.9404149191318607
281,cg00262415,0.0003836066462615799,2.41593932287174
282,cg00263723,0.0002669641012741819,2.1192320433524476
283,cg00263760,3.214160227423263e-11,1.6977358329819234
284,cg00265415,0.0012761174683705622,1.6239418800289487
285,cg00265490,0.01551459970850234,2.0718297496374243
286,cg00268009,0.004858291575817911,1.6205123349029187
287,cg00268338,0.010154600817852504,1.4411453645208407
288,cg00269115,0.030737965545355475,1.6960253646046513
289,cg00269932,0.004617772924967203,1.0105339755397698
290,cg00273068,7.50054413007175e-13,1.4357421218488644
291,cg00273124,0.001091163209951739,1.0190337790426194
292,cg00274399,0.0063649736242396004,1.5118518851604423
293,cg00275232,0.0007860209460628082,2.4322033607508677
294,cg00276797,0.011252605269416696,2.0832667200689325
295,cg00278366,0.00024504234468371815,1.0953927485083472
296,cg00279797,1.3822475962080645e-05,1.5329121969626411
297,cg00280814,0.007221622858184571,1.0488083715871008
298,cg00280894,0.0004401425655734968,1.1323259871137281
299,cg00282347,2.4618141333120867e-15,2.254517710621647
300,cg00282683,0.018931479457890515,1.3616569400884342
301,cg00283535,0.004608826490130463,1.0523853362531377
302,cg00288562,0.010994797696787764,2.0741985390166984
303,cg00290028,0.06933281367866674,1.3507560568272567
304,cg00290506,0.002869904933212933,1.5762659144238065
305,cg00291877,0.02091389026146422,1.892186068296056
306,cg00292662,0.00023449240176134288,1.405259723535427
307,cg00292971,8.047973946577559e-05,1.3618048680966215
308,cg00293409,4.810026931596956e-06,1.4109496730798121
309,cg00294382,9.084599901308988e-13,1.368471801210829
310,cg00295206,0.0006199900616623954,1.3707989279648949
311,cg00295325,1.950988284347018e-06,1.0822924146423976
312,cg00296685,3.3464296356614044e-05,1.9706744459299486
313,cg00297584,1.4194379669859855e-12,1.6011748892077955
314,cg00297600,0.02899315387869822,1.1572677497343555
315,cg00298357,0.0002984810189236513,1.0198615939955904
316,cg00298951,3.441389118801777e-09,1.083638722357003
317,cg00301864,0.0007497259549518911,1.6666234047878377
318,cg00302793,0.0005982971321425503,1.3509832936700594
319,cg00303548,0.08608593755631241,1.5300419476597686
320,cg00304278,6.297478822622969e-05,2.393008357370669
321,cg00307685,0.10738329139471792,1.0401066046051746
322,cg00308133,0.0006905913499079007,2.242372298912873
323,cg00308665,0.0009356667949877642,1.300770759398376
324,cg00309056,0.0009104879304359924,1.4127071310881307
325,cg00309204,0.0024995456742862962,3.7552370056353728
326,cg00311768,0.004239885176517851,1.1470369676534455
327,cg00312919,0.004727269539623918,1.5643656010603857
328,cg00314943,0.03142256893429764,1.0362836050397415
329,cg00315936,0.012078903178468823,1.6183557339732928
330,cg00317680,0.003265554008945982,1.7136343528545153
331,cg00318573,1.4241594937958452e-06,1.278968185358636
332,cg00318865,0.004883463119975383,1.4792346521206339
333,cg00319692,7.009940880231466e-06,1.038862760368839
334,cg00319761,1.51338423140938e-17,2.7552147697432767
335,cg00320243,0.0034275634068841234,1.356948761016721
336,cg00321065,0.015579231084822509,2.171430331027148
337,cg00321478,3.4880484178909034e-05,1.278197318700002
338,cg00323915,1.3151710300867475e-08,1.2845103816783998
339,cg00324733,0.004704529962954385,1.38570174914545
340,cg00325491,0.00044623799694857815,1.0645875875565651
341,cg00327185,0.0022457316447236065,1.3684616754480954
342,cg00327483,0.19421384716139733,1.0321733244233753
343,cg00328227,2.1242844156380783e-07,1.281357479630851
344,cg00331237,3.70159930009425e-05,1.395954149214231
345,cg00331433,0.08150934256431475,1.298260608519223
346,cg00332153,7.893723211985776e-10,1.5277416414695242
347,cg00332745,0.0001954251951127314,1.729685511081634
348,cg00333226,1.0713671978965526e-05,1.2685337249620374
349,cg00333528,4.94689761785942e-09,1.248297360610141
350,cg00334507,4.7387360110900245e-05,1.2897513969280971
351,cg00335286,2.072021872559878e-05,1.3206121282614478
352,cg00336605,0.03193322676714244,2.111062027720192
353,cg00338702,0.0003963771215038586,1.4852313281715352
354,cg00338893,0.005269996366885489,1.6967980099870097
355,cg00340102,0.032565817785932615,1.652391789701255
356,cg00342530,1.0813250548646915e-09,1.5001526772175924
357,cg00343092,5.568809335814161e-10,1.4201068523850817
358,cg00344358,0.0004621310066247542,1.015224459726258
359,cg00344372,0.005487363265922825,1.0133537702341926
360,cg00344709,0.00635615505186902,1.075013998351596
361,cg00346145,0.03453548071386373,1.3909612028385283
362,cg00347729,1.418408892754495e-05,1.1087966208263844
363,cg00347904,0.00012807244389638503,1.5164707741250185
364,cg00350296,0.007325552735942385,1.235073546524168
365,cg00350478,2.8730315677297528e-08,1.1265877979898917
366,cg00350702,0.036862584379527226,1.7886717665559952
367,cg00351011,0.00026482751737277703,1.7671439034626142
368,cg00353953,1.0408353985502154e-06,1.396489161927095
369,cg00354258,2.1728514831519663e-09,1.0420360648899691
370,cg00354572,5.0438146460241085e-05,1.3074396120128966
371,cg00355802,0.004527537443388687,2.135068490102702
372,cg00359325,0.006066599643718177,1.1225591810970985
373,cg00359973,0.036990678742733374,1.6371659577248792
374,cg00363813,0.0010498800933049389,1.698555078134172
375,cg00364344,0.015078915020040235,1.823034785557753
376,cg00364814,0.03437910400597907,1.0492572807443292
377,cg00365193,0.0036513640672685473,1.3770717713514014
378,cg00367281,9.568619337037248e-05,1.0598015322059076
379,cg00367438,0.0016246911766991845,1.4595894408124883
380,cg00368022,0.01674434971165895,1.7456200412532552
381,cg00368415,0.009619960115866154,1.3996446413545487
382,cg00371195,0.0007139290283324529,1.034904887513083
383,cg00374717,5.8185960068685724e-05,1.0490681254144272
384,cg00375964,0.0016074940256101788,1.8695685914387092
385,cg00376639,0.00041955034743859453,1.4703378796285353
386,cg00380464,0.007519974811568979,1.2899533627493571
387,cg00381076,0.002642541138344046,1.4323788500097698
388,cg00382515,0.00020724100864851993,1.9679273790119074
389,cg00382991,0.006745685954187783,2.112531704817544
390,cg00384537,0.0019675913202715613,1.1265299150821957
391,cg00386408,0.0004181769787956555,1.6658783130775578
392,cg00387170,0.0048741743048433955,1.5192105278428456
393,cg00392257,1.8101318910138428e-05,1.0818398415238173
394,cg00393585,0.000429831366043382,1.8010286701057003
395,cg00394658,2.8871551013667744e-09,1.3083800622079311
396,cg00396163,0.02968238970592198,2.0968100715089775
397,cg00396894,2.6439417927150616e-06,1.0797912778887608
398,cg00397545,5.0245994501536045e-05,1.2572526294905153
399,cg00397740,0.035421986809383466,1.9656067701937994
400,cg00398048,0.0004046850914847139,1.3094580130524494
401,cg00399483,0.016646992056522616,1.3297404645921538
402,cg00400028,3.1469739634805584e-05,1.1851479903036364
403,cg00400263,7.220111332071327e-06,1.1448901601697812
404,cg00401678,3.59509896533181e-08,1.137447087021217
405,cg00402366,0.0007328681221927717,1.8264771745330426
406,cg00403724,6.285106470519659e-05,1.2235694669096804
407,cg00404599,8.179434378654612e-05,1.2886344905784257
408,cg00405070,0.008143889068545919,1.4885533050490523
409,cg00405568,0.002780895808135485,2.3132555099037435
410,cg00405677,0.0002272916424646568,1.960992473375926
411,cg00406188,0.002505321815187865,1.058402899956453
412,cg00406844,0.09184521833672976,1.0426836157686858
413,cg00407150,1.9059743711984288e-14,1.3502256110613544
414,cg00410419,0.0034670622312434297,1.6226538875726513
415,cg00410576,0.001049087139834977,1.779098308208144
416,cg00410831,0.029151032110452217,1.0446644790706463
417,cg00410895,0.00599048979838557,1.0455658338307068
418,cg00410898,0.052198066284863516,1.8318789947500278
419,cg00410921,5.317251691730495e-08,1.2130793536279818
420,cg00411097,0.0012717300880717279,1.1599167548294251
421,cg00412772,9.29869878369735e-05,1.0294504326889362
422,cg00412805,8.378828275828338e-09,1.0368850427425147
423,cg00413066,0.003910941718177522,1.026044617455879
424,cg00415164,0.0013592678913738076,1.803582478216804
425,cg00415494,5.755565481744597e-07,1.0437440546886267
426,cg00415993,5.061462072356585e-07,1.2521038988775752
427,cg00417297,0.014610943775933584,1.4638793552950184
428,cg00418150,2.3358957526780792e-14,1.2423490221113531
429,cg00419564,1.3547126425621982e-08,1.5120018728778248
430,cg00420568,0.00033394274702895106,1.5810531385653037
431,cg00420715,0.0034344663337226252,1.4202935549520168
432,cg00420929,3.7684213349949934e-06,1.126683096381163
433,cg00422913,0.0006327876803904873,1.3005760773170962
434,cg00424946,0.010388736766927807,1.7490207366598847
435,cg00425710,4.452881207354756e-08,1.0655080883047143
436,cg00425792,8.319780641663504e-05,1.2079607051812953
437,cg00426056,0.05390955364683894,1.4115163102738024
438,cg00426498,0.002883464825966514,1.302680441417285
439,cg00426963,0.00019221801649627003,1.4731650337530533
440,cg00427635,9.200685078393753e-13,1.220453634363507
441,cg00429618,0.00015848576935590788,1.2298389450517269
442,cg00430287,3.0795860799029854e-05,1.1947607541162086
443,cg00430945,5.651910012824767e-06,1.3092618559548153
444,cg00431050,6.412856463471341e-07,1.2357728123642018
445,cg00431114,3.295380851358317e-09,1.464448603338812
446,cg00431549,1.0216010042705121e-13,1.5030064473607763
447,cg00432979,0.006437674247805163,1.8135309030866409
448,cg00433406,5.2900296748682855e-05,1.100752463947329
449,cg00434413,0.020444639646406703,1.015814408837058
450,cg00435408,0.005027134225549606,2.086567448481302
451,cg00436282,2.159494063473564e-05,1.0334932958117107
452,cg00436301,1.58662322104145e-05,1.8408349970266282
453,cg00436603,4.179854327531998e-12,1.143122459357773
454,cg00441136,0.002578524845347844,1.0172318594587328
455,cg00443307,0.034564872052294304,1.0602620351697356
456,cg00445824,1.0738473166099633e-07,1.7858518370046794
457,cg00446235,2.3527673992944136e-06,1.2728254150653646
458,cg00447208,3.450718875500362e-06,1.0614488849013077
459,cg00448720,0.026408601513720393,1.064319319743371
460,cg00449941,0.00832083304239169,1.7317436132177026
461,cg00451635,2.8790262011389846e-07,1.409836681375837
462,cg00453193,2.445668918799789e-16,2.4517850844230833
463,cg00453258,0.00011005241262493229,1.0732653273280806
464,cg00459975,0.00216270134589294,1.3060358072918181
465,cg00461841,2.1293131058151156e-05,1.1077878605618456
466,cg00462311,0.002398558525112612,1.7372209627382105
467,cg00462994,2.1078381413769638e-14,2.1695606860879657
468,cg00463202,0.005051497299692126,1.1175989148821668
469,cg00463577,3.9632273352666826e-05,1.4273298573980842
470,cg00463848,0.0037428047297025967,1.05157030257831
471,cg00464269,0.015417979970041235,2.1409418470129205
472,cg00465284,0.0007574555585812052,1.6357946570047714
473,cg00465846,0.006520370754865512,1.7781045396554538
474,cg00466249,0.00013115373158609664,1.1913094180179131
475,cg00466436,9.125166582051462e-07,1.2927972837063622
476,cg00466492,3.688619689112613e-05,1.1303743340052101
477,cg00466544,0.011809803583282355,1.5653025078105285
478,cg00468146,1.4609138837155563e-19,2.091090649970979
479,cg00469635,0.015783779809490528,1.824510426369262
480,cg00471562,0.00024554035768596536,1.7026574544284478
481,cg00472136,0.013010944348332403,1.0242737805882185
482,cg00472814,0.00042909657404152526,1.5806957387875806
483,cg00474004,0.014335180043739747,1.0970549565150527
484,cg00474209,0.003257481040601635,1.4476565880450178
485,cg00475955,0.014477243168697942,1.6460970615016455
486,cg00476577,2.814899953223777e-07,1.2888187455078783
487,cg00476580,0.00032839777882723867,1.6234798539734492
488,cg00480115,1.5305288782525165e-06,1.4140964386032162
489,cg00480209,0.005140786568256225,1.2739542659369791
490,cg00480356,0.0004200178443311228,1.638339507087135
491,cg00481227,0.0004927246167218991,1.233761292455375
492,cg00483154,0.012476068887919524,1.580038858114527
493,cg00485296,0.0008140198673728671,1.676037857948644
494,cg00485380,0.005013967476427393,1.5770438171712453
495,cg00487159,0.008329828112797626,1.4930314800714868
496,cg00488300,0.00022052732090798474,1.0201552391299034
497,cg00488364,3.080522915190275e-05,1.13834988764109
498,cg00488718,0.008191514315447113,1.612316788500491
499,cg00489401,5.358229023665752e-10,2.388781573121059
500,cg00491404,0.014063130016778507,1.0253188084454374
501,cg00491839,0.2123065016617836,1.2827577923732958
502,cg00493400,0.0023317777878058537,1.749370704844825
503,cg00495415,0.004421676678967989,1.976659905041244
504,cg00495442,0.07704473785624828,2.0625187631181943
505,cg00495491,0.00021277726666216412,1.0378568620944275
506,cg00496170,0.020570961187035074,1.3449786531292671
507,cg00497084,0.00016973346303042724,1.0603639857661058
508,cg00497251,0.0514039323973759,1.6228313030605
509,cg00498305,1.7065089982171332e-07,1.4713735540464836
510,cg00498604,4.414779984738323e-05,1.7606080354609508
511,cg00499599,0.00023531766673649528,1.7807132254059719
512,cg00499822,4.2042369571628677e-08,1.2165227721327982
513,cg00500400,0.00038734115687555034,1.2979194640467322
514,cg00501366,0.0052122478157534055,1.0364070168282677
515,cg00502442,0.0025311727693806472,1.564818346478516
516,cg00503458,0.004741723293739842,2.17834783868862
517,cg00503840,4.5964312142486685e-08,1.3813208832159953
518,cg00504595,4.637074975281818e-07,1.6758946495176055
