,Reporter Identifier,p,fold_change,abs_change
54,cg00050312,0.02223576114542749,1.429671690674981,0.0045863499999999995
55,cg00051623,0.013379132348889067,1.0203883282700412,0.019240550000000134
56,cg00051979,0.5569405837469978,1.3694056536693455,0.016084395
57,cg00053292,0.0009079815749583518,1.3822129289372056,0.007189150000000002
58,cg00053647,0.020852496432616125,1.461472536713322,0.008736515
59,cg00054706,0.16469999795649332,1.4908929201093266,0.005930605000000002
60,cg00055233,0.3266553582440197,1.3380166623357193,0.0515109
61,cg00056767,0.010056039189049258,1.434318508382899,0.008106719999999998
62,cg00057593,2.4688443017117528e-08,1.1078658273088589,0.08238430000000019
63,cg00058938,5.446369134142797e-05,1.279391274692417,0.022746194999999997
64,cg00059225,0.0071242644512513826,1.4658420344242882,0.025362900000000008
65,cg00059424,0.22789857657011106,1.5030664552074018,0.004789290500000001
66,cg00059740,0.25290208666117436,1.2762353947437122,0.0026082319999999985
67,cg00059930,7.887590968544035e-09,1.0531303416754203,0.04708990000000002
68,cg00060762,0.4685482113489198,1.469973856071901,0.005371349999999999
69,cg00060882,1.172711776705825e-06,1.7329934792509218,0.13970239999999998
70,cg00061059,0.00018976105535813787,1.984381694711018,0.022285555
71,cg00061629,0.01914548383538972,1.4227332592693003,0.08841185000000001
72,cg00062776,0.9930626424963236,1.0025306682288937,0.0024985499999998773
73,cg00063144,0.00010698500304331276,1.0284858314034002,0.02480850000000001
74,cg00065385,0.06167662429161828,1.0149376978827807,0.014211250000000009
75,cg00065408,0.003030274504875109,1.2713771624662311,0.00666108
76,cg00066153,0.005557293999153406,1.0143111101775342,0.013012899999999883
77,cg00066816,6.694287069310502e-13,1.3643607279451555,0.12752385
78,cg00067471,0.0005972934394086501,1.2089446648114412,0.016695899999999986
79,cg00069261,0.23000626619861683,1.358916582267847,0.013436525000000005
80,cg00071250,0.0058742616349094,1.0268600758885,0.02287275000000011
81,cg00071998,0.010845155831737029,1.5120274457208178,0.00943546
82,cg00072216,0.00038666355817298573,1.8757815311009105,0.011634599999999998
83,cg00075967,6.0446939461468185e-06,1.066418238718549,0.05871275000000009
84,cg00076645,0.0036062132012939655,1.5052048890996805,0.014587919999999997
85,cg00077457,0.00881155019568807,1.040962658657691,0.031390650000000075
86,cg00077877,0.000642105583237238,1.0888876578981186,0.05897005000000011
87,cg00078194,0.04547047559227459,1.7068305995622979,0.007570495
88,cg00078867,0.003551555770119478,1.0707727341730107,0.05953429999999993
89,cg00079056,5.086570857385577e-05,1.1003266817616155,0.07986504999999999
90,cg00079563,0.09960862188862873,2.7695926255841057,0.020928679999999998
91,cg00080012,0.32023529630664305,1.3635959436379343,0.003463247000000001
92,cg00081935,0.0469116765469047,1.4292380344722226,0.007642359999999997
93,cg00081975,0.006437337141237398,1.3911393490019088,0.006115010000000001
94,cg00083720,0.04156917020583942,1.4787965337351254,0.0040907040000000006
95,cg00083937,0.00036406937436594906,1.5428776374987536,0.044697890000000004
96,cg00084687,0.11246001675687776,3.3168777670427327,0.0192526785
97,cg00089071,0.8049272847113231,1.516586994636219,0.008942405
98,cg00090147,1.1798981563378929e-08,1.4549759138157197,0.017023214999999994
99,cg00091693,0.02239126716064056,1.059806697411159,0.04535100000000003
100,cg00093177,2.5652243600465355e-05,1.0239368045795747,0.020708200000000065
101,cg00094319,0.0005337655746857211,1.1198814085434206,0.0815131
102,cg00094851,0.07202866576051657,1.2730580031078054,0.006977999999999998
103,cg00095526,1.3536992634515153e-09,1.222240854408938,0.13882625000000004
104,cg00095674,0.7729276838937523,1.3115880884709439,0.006164989999999999
105,cg00096922,0.6758179016811121,1.382859009710335,0.0038309420000000004
106,cg00097536,0.002578110151958768,1.4558018475835661,0.007918135
107,cg00098162,0.06843862144544641,1.0242576894154487,0.021275949999999932
108,cg00098239,0.06472136100502539,1.635760619015527,0.004017742000000001
109,cg00099550,0.028366001011303547,1.3586131539373631,0.00556949
110,cg00101227,3.6312438996363235e-07,1.0483349495025596,0.03964935000000014
111,cg00103783,0.14135118589203804,1.6621469044034336,0.005986494000000002
112,cg00105253,0.1600457143023448,1.2658297795039415,0.018167589999999997
113,cg00105470,0.002981148039338315,1.8438162867378916,0.012361820000000003
114,cg00107187,0.00024569127779630986,1.305398311322595,0.013752059999999997
115,cg00107488,0.32459730224623784,1.1977700831518006,0.03055440000000001
116,cg00107632,0.23164711323517467,2.5649171114232114,0.018647075000000003
117,cg00108454,5.883886494600416e-08,1.1813361391088117,0.08622450000000009
118,cg00109274,0.8824032751747175,1.3505748081763873,0.007803349999999997
119,cg00112517,0.00027810002132335854,1.390258367302736,0.013279299999999994
120,cg00113020,0.007835938294937941,1.0534146699100284,0.045334550000000085
121,cg00113951,0.9349174951210476,1.1983266841239888,0.018705324999999995
122,cg00115714,0.0009024182042933558,2.192780897651095,0.04839921999999999
123,cg00116234,0.005347824316752244,1.5411810581909229,0.005932994999999998
124,cg00116838,1.4166426393302777e-07,1.4676975150813827,0.03466551999999999
125,cg00117172,0.001045490041698874,1.9230194413392396,0.032090520000000004
126,cg00119079,0.989730350155158,1.3426880746917083,0.011124329999999995
127,cg00121158,0.13278306543058188,1.271668895301021,0.00402166
128,cg00121640,3.412444039941903e-06,1.598344394512463,0.015790515
129,cg00121904,0.018193323332658107,2.023164139427587,0.06641604499999999
130,cg00123035,0.00016148082867095383,1.6431436557796972,0.010567859999999998
131,cg00126034,0.520394646139116,1.531407806022381,0.00881647
132,cg00126657,0.0008079746415929495,1.3476308506482206,0.1853064499999999
133,cg00126698,0.0010641032365934994,1.3212486311746916,0.20805205000000004
134,cg00128197,0.006444071416891964,8.993528671930363,0.184597795
135,cg00128560,0.06753494666423694,1.0129240976400218,0.01222504999999996
136,cg00128654,0.983648372638,1.481970957039326,0.004141441000000001
137,cg00128766,0.02158147392774808,1.6277837329080502,0.015607865000000005
138,cg00128877,0.0002502316765236986,1.3996047303199488,0.021409255000000002
139,cg00129774,0.9264035236431502,1.3416471202863154,0.006343345000000004
140,cg00131121,0.009384536877036555,1.487444020779033,0.00687192
141,cg00131557,0.09306271089311755,1.0150616597988957,0.013944050000000097
142,cg00132141,1.1518421376261883e-05,1.1161438033360793,0.08942930000000004
143,cg00133909,0.3192145220698333,1.579592822851906,0.006957069999999999
144,cg00134539,0.2146037543149112,1.0181564331189783,0.01722625
145,cg00134787,0.023780989187940534,1.026546212834747,0.02366670000000004
146,cg00135056,0.036922678350849364,1.227769025556022,0.01413689
147,cg00135393,0.00021855458576741207,1.1056627201361522,0.050164750000000036
148,cg00136105,0.6663360136428167,1.426043497842542,0.004692000000000002
149,cg00136405,0.05890584552321684,1.094952582383345,0.05194719999999997
150,cg00136477,1.3354207666210228e-05,1.0336677815060153,0.030899800000000033
151,cg00136736,0.07900515379160097,1.5828386882408478,0.010735265
152,cg00138126,0.42936767615222593,1.1563198075933296,0.04861019999999999
153,cg00141162,4.063770539221369e-05,1.0561295658095464,0.04881615000000017
154,cg00141550,0.0009679593859684096,1.2135913656389554,0.15934625000000002
155,cg00141845,0.16060287944684024,1.178062102365297,0.035842450000000026
156,cg00143376,2.086229521644372e-05,1.131769397579595,0.06340749999999995
157,cg00143998,0.1274444642914735,1.4259334938006345,0.00890086
158,cg00145118,0.0043497780719511485,1.3350017546341102,0.020309539999999987
159,cg00145348,0.11469565363357062,10.994867363736478,0.34447055499999996
160,cg00146096,0.3290486641893158,3.6153557500359805,0.030074014999999996
161,cg00149659,0.01715858209285878,1.373472628443371,0.0034300630000000023
162,cg00149976,0.0058353337686093175,1.7067973398058467,0.016183415000000003
163,cg00151234,0.0006938006413053508,13.773814931414677,0.2962585549999999
164,cg00151607,0.00864782178755872,2.8244978446625937,0.011522799499999998
165,cg00152644,0.0491169617520735,1.0141418720164066,0.013402600000000042
166,cg00155167,0.2714693992106004,1.3132687148677136,0.0032761000000000005
167,cg00155485,0.09104736759498035,1.412885600466043,0.00876725
168,cg00155609,0.082020766400453,1.4457452860245887,0.016564715
169,cg00156216,0.036102435438424896,1.6971328895716624,0.007571515000000003
170,cg00156744,0.08531894090769614,1.6289762168434818,0.004692219499999999
171,cg00158308,0.0018269480849455845,1.4478160704654446,0.029367245
172,cg00160914,0.8100172146478065,1.1906489766089214,0.006451364999999994
173,cg00162401,0.22216172272824306,1.6030750884062068,0.006124125000000001
174,cg00162643,0.05218269388630332,1.6499585377703296,0.006548615000000001
175,cg00164041,0.0015815206498977512,2.282651689703483,0.039655504999999994
176,cg00164898,0.25507914988744973,1.4537377929572999,0.012576990000000003
177,cg00165981,0.8831246523980284,1.2884145476583455,0.0062627950000000016
178,cg00167504,0.09154354889267304,1.2720427923247974,0.00350871
179,cg00168082,0.2577394612824504,1.5504017030527564,0.007068710000000001
180,cg00168785,0.06983438460113754,1.2975780276647861,0.004850995
181,cg00168942,0.2135163938345772,1.0333563131698629,0.02871160000000006
182,cg00169548,0.7402065875638577,1.2266810751394812,0.04396705000000001
183,cg00171126,0.040057249778171676,1.9130511704148818,0.005253722000000001
184,cg00171161,0.0015058840769851527,1.5528439626661579,0.013907784999999999
185,cg00174500,7.077490231345404e-13,1.9328941020429495,0.15304999999999996
186,cg00174901,0.0019321633041805616,1.7320310151664264,0.023817610000000003
187,cg00176210,0.010463538257967614,1.1767924931389786,0.09198089999999992
188,cg00176879,0.006129821415412813,1.0084881943016208,0.008322449999999981
189,cg00177013,2.75329752191031e-05,1.4764722847605867,0.01278702
190,cg00177698,0.2625803335322674,1.3844341446356296,0.006661990000000003
191,cg00177923,0.8177487862380787,1.6331018903948404,0.007984795
192,cg00178790,0.00020757573652589712,1.4070433085288443,0.015261635000000003
193,cg00179446,0.06809892386721635,6.578245137073323,0.18778252999999998
194,cg00180012,0.0033914242127674713,1.3567406253012437,0.004440850000000001
195,cg00180631,6.448145797788528e-05,1.1806274585317762,0.0796387999999999
196,cg00182461,0.0012451072128389273,2.058840563748296,0.016728135000000005
197,cg00183782,0.4743782893243853,1.0351943323391366,0.029774150000000166
198,cg00183916,0.004219806702620713,1.3564216795730994,0.004408635000000001
199,cg00184884,0.7628290378461716,1.5889894576606147,0.003769785499999999
200,cg00184893,0.025203033897689544,1.9149439521013012,0.010971985
201,cg00185103,0.0020325059315632007,1.0906604559030628,0.07322985000000015
202,cg00185839,0.00019219788435523213,1.765834766614113,0.024365125
203,cg00186141,0.3235596371122189,1.6160139435392296,0.011080135000000001
204,cg00186701,3.0487661336567154e-11,2.1157698975889043,0.22138660000000002
205,cg00186954,0.053132193034518514,1.2999803288343788,0.10308830000000002
206,cg00187380,0.007464810109514838,1.2282801795109934,0.018267400000000003
207,cg00187686,0.030940463181447494,1.0439666764319393,0.03879524999999995
208,cg00188348,8.355308121189222e-06,1.1448409455487398,0.09539770000000003
209,cg00191052,1.019872470712099e-08,1.2715451646790412,0.14669345
210,cg00194146,0.00015954980862025651,1.618268420830335,0.019395745000000006
211,cg00195561,0.07453176832844666,1.0148364714788287,0.013135200000000125
212,cg00197381,0.02203630102596162,1.2452916403996674,0.007034924999999997
213,cg00197641,0.02766680410856291,1.2446058442888572,0.008299194999999995
214,cg00199549,0.39444233776155113,1.0041847202275522,0.0041215999999999475
215,cg00200063,0.2616640423526582,1.9133436502595333,0.010965749999999998
216,cg00201234,5.918917424082251e-18,1.849200023262099,0.11170755000000002
217,cg00202702,0.7068343991156786,1.3440887658032867,0.0035322999999999986
218,cg00202711,0.14140319390056516,1.8681524321658496,0.03724841
219,cg00204262,0.0007794251824073767,1.0355851313501434,0.02991944999999996
220,cg00206052,0.3128309609162043,1.4554591780543915,0.007361195000000001
221,cg00207534,0.049108865528968065,3.1062260066463985,0.017519985999999998
222,cg00208830,7.637561418441515e-05,1.0410477635812956,0.03625210000000012
223,cg00208967,0.00028375776860836146,1.2764500834118777,0.024989650000000002
224,cg00209066,2.395601021411457e-07,1.1541253812951102,0.07879169999999991
225,cg00209951,0.0021127065595953356,1.5873304084715363,0.013066460000000002
226,cg00210842,0.489884352818147,1.2638966363165276,0.004596070000000001
227,cg00211661,0.011250744063633463,1.3735039349380544,0.032289614999999994
228,cg00212549,0.00040463456888742693,1.7876293439030164,0.013778835000000003
229,cg00213044,0.00900447569446382,1.0135910605702874,0.012289900000000076
230,cg00213331,0.10370411797944709,1.0218901642113305,0.020035449999999955
231,cg00213714,0.04305123256674091,1.2767768601597764,0.010466399999999994
232,cg00214346,0.3660583265585391,3.0902567988445324,0.020650251
233,cg00214794,4.003151320838821e-07,1.180338068131079,0.11005980000000004
234,cg00214855,0.031591973689010254,1.4563119049120432,0.025399685000000005
235,cg00215066,0.06099782141002434,1.0095294702039923,0.00919884999999987
236,cg00216361,0.08977740773866091,1.4101208654754314,0.006415694999999999
237,cg00216758,0.1243800856886292,1.2211820842518892,0.009297630000000001
238,cg00217795,0.0014337208839438,1.1219592274678112,0.07956620000000003
239,cg00221494,0.0012467125745072465,1.3814582751133293,0.04716084999999999
240,cg00223186,0.8928992117507484,1.2949929710024066,0.0030951400000000014
241,cg00223950,0.0002060550437018995,1.2333704634368476,0.008868429999999997
242,cg00224234,0.008902450848196103,1.328402189165922,0.0036086999999999994
243,cg00224508,0.04321185685499352,1.607045936285698,0.013057895
244,cg00226904,0.03817614711169334,1.036158732891452,0.03150419999999987
245,cg00226923,0.09145185753760583,1.0716937564099887,0.051149
246,cg00228799,0.03490967170031598,1.291469207838335,0.005617179999999999
247,cg00229387,0.00020728479669222512,1.6659254543001845,0.03576489499999999
248,cg00230271,0.03771172754344038,1.5420767061009586,0.008098420000000002
249,cg00230368,0.1485066679831097,1.1987657573483748,0.005964055000000003
250,cg00230502,0.05195052632942597,1.3941284756965002,0.037786369999999986
251,cg00230685,0.053372214624231674,12.683508808679004,0.31011701
252,cg00231140,0.959514038435179,1.3866805117424712,0.006084819999999998
253,cg00231644,0.014368503539090333,1.8314416561274873,0.046147685
254,cg00231920,0.05411128975430797,1.2408187263878798,0.00524672
255,cg00233307,0.0002106334125329007,1.7003228401589878,0.05102956999999998
256,cg00234616,0.9737548583348801,1.3024054689521878,0.005491894999999997
257,cg00234961,0.003341286666836677,1.3812223309790677,0.004767170000000001
258,cg00236832,0.0011322618830865328,1.4574599435674642,0.015909454999999996
259,cg00237010,0.004672881246850354,1.0907989836862113,0.06980964999999995
260,cg00238052,0.02698744820852924,4.9242334213599674,0.18756320999999998
261,cg00239071,0.03325939674269912,1.008347422635255,0.008165899999999837
262,cg00239419,0.12159091122634373,1.036489197435586,0.03028939999999991
263,cg00239685,0.42308340708892433,1.255144416905986,0.010896695000000005
264,cg00240312,0.0007912218000359598,1.6480665240196954,0.00878948
265,cg00240432,0.003113002739552323,2.127036249015975,0.013293015000000002
266,cg00240880,3.693275102518338e-05,1.5937525314282848,0.18470999999999999
267,cg00241355,0.0009087787488305847,1.4440644140114238,0.009679049999999998
268,cg00242839,0.021080808680447972,1.1512672326250035,0.04802420000000002
269,cg00243313,0.0010302669779437149,1.4766352084093035,0.007215075
270,cg00245878,0.5748132356137602,1.0317533526445408,0.026898500000000047
271,cg00247489,0.1662574190727201,1.3177185832777085,0.0035913049999999995
272,cg00250430,0.000426345477416974,1.3254002642268872,0.03031012999999999
273,cg00253200,0.38721605222057276,2.240947343737787,0.01905152
274,cg00256074,0.18739057770258963,1.0345589350017275,0.028346550000000192
275,cg00256166,0.010932405228015092,1.5359437903821127,0.007042355
276,cg00256281,0.9427790431202333,1.364215284579176,0.0031083204999999975
277,cg00259755,0.10923626246001278,1.602277687151605,0.026197125
278,cg00260778,0.017070980777354156,1.0665630905590142,0.050435100000000066
279,cg00261552,0.1717442126157712,1.3400994481748902,0.007589025000000003
280,cg00261781,0.016711064846007734,3.2810867815051044,0.0223992765
281,cg00262415,0.06406575383725359,1.5915937311938526,0.006547084999999999
282,cg00263723,0.02703435006544241,1.5786671759536237,0.004341914
283,cg00263760,0.011496797460774658,1.3179886904580023,0.00858548
284,cg00265415,0.24483908507192814,1.6589097589730903,0.005081404000000001
285,cg00265490,0.5481391692596825,1.7876638662831432,0.012395100000000003
286,cg00268009,0.006501501433517929,1.5155021515910614,0.006651050000000002
287,cg00268338,0.6981353521897184,1.240752200106606,0.002554174999999999
288,cg00269115,0.14873097107558436,1.7180095711138441,0.007362305000000001
289,cg00269932,0.5800469864812479,1.006507193674774,0.006364949999999925
290,cg00273068,0.0025653621834149103,1.1991389925323623,0.045024449999999994
291,cg00273124,0.0005371897639666751,1.0184526863477332,0.01607124999999998
292,cg00274399,0.5431186086551175,1.411541071405358,0.007914654999999996
293,cg00275232,0.0039429169973726865,1.7200710770397687,0.005576427
294,cg00276797,0.00970068535588889,1.7286671058377026,0.007237376
295,cg00278366,9.376126597949056e-07,1.115963036067919,0.06767430000000008
296,cg00279797,0.002178159048115059,3.5189586211699373,0.10344824000000001
297,cg00280814,0.3700143853607615,1.020912797409442,0.01936350000000009
298,cg00280894,0.0031321469317280777,1.3103519857021488,0.18957324999999992
299,cg00282347,0.280101909184309,2.3015857866728395,0.03845857999999999
300,cg00282683,0.00020342890433316588,1.423271320634152,0.005802635000000004
301,cg00283535,0.00045830909291708343,1.046731002502457,0.0415759
302,cg00288562,0.010449716240702518,1.6388190308956463,0.009444275
303,cg00290028,0.0230564572591035,1.2731889050825664,0.004266259999999999
304,cg00290506,0.067747620801753,2.1775570794691492,0.010543493999999999
305,cg00291877,6.997724463222855e-05,1.7404985123224612,0.017543365000000002
306,cg00292662,0.06342461750099715,1.5991457986284736,0.020028075000000006
307,cg00292971,0.00011077430278926246,1.6555467449146124,0.0554723
308,cg00293409,0.006596441461540933,1.3113031275339075,0.013201150000000002
309,cg00294382,3.100624903973685e-15,1.517304359016708,0.14752315
310,cg00295206,0.0021673635163940394,1.347299460766695,0.006870205000000001
311,cg00295325,0.03149887304497055,1.0397989764958293,0.03430824999999993
312,cg00296685,6.50902129502662e-05,2.0877909805887986,0.057238305
313,cg00297584,0.20854678827566703,1.3033086268488667,0.013437014999999997
314,cg00297600,0.06733571855648798,1.0809638656521596,0.0467211500000001
315,cg00298357,1.1774994153175804e-06,1.0564948225345239,0.0493977000000001
316,cg00298951,0.003106756238469352,1.0345779749751076,0.031612349999999956
317,cg00301864,0.14139700618974074,2.031638515162029,0.005523307500000001
318,cg00302793,0.0032382775567028157,1.5277590031357657,0.009334930000000002
319,cg00303548,0.6221995222634878,1.8188011907146573,0.006280630499999999
320,cg00304278,2.4389486832920254e-06,2.8771850347987025,0.032010435000000004
321,cg00307685,0.03420630232036389,1.0173421213393752,0.015302550000000026
322,cg00308133,0.08771159150686163,1.8213715244124007,0.003546573
323,cg00308665,0.0004196830514440002,1.3534124597347348,0.12062485000000006
324,cg00309056,0.03669729814701919,1.2027659276630787,0.004693135000000001
325,cg00309204,0.6227713807724584,1.529287401219811,0.003662888999999999
326,cg00311768,8.7576840079063e-05,1.760807437376259,0.08396385
327,cg00312919,0.027716024773272768,1.825146981403611,0.013651734999999998
328,cg00314943,0.00285834762531142,1.0272865166771852,0.023807699999999987
329,cg00315936,0.38365354001954965,1.31604119538433,0.010059675000000004
330,cg00317680,0.08248199306230684,1.5754584292201659,0.040343384999999995
331,cg00318573,0.03649999764108923,1.2649008624805065,0.09988139999999995
332,cg00318865,0.5848816570899591,1.2955910347617436,0.002861443
333,cg00319692,5.273145383055891e-05,1.0325095677536456,0.027476099999999892
334,cg00319761,0.8422382469181762,1.4693929932211252,0.0046378255
335,cg00320243,0.0752426341303797,1.2452874583112679,0.0038259299999999965
336,cg00321065,0.14025565667703715,1.4072068251593002,0.0034174505000000004
337,cg00321478,0.00036782605687780425,1.7295220816429338,0.05190322
338,cg00323915,0.0022245383274019023,1.1254710570393904,0.04230139999999999
339,cg00324733,0.49663340061135175,1.3660620721220278,0.005482605
340,cg00325491,3.9896357635642033e-05,1.0531556077944222,0.04531485000000013
341,cg00327185,0.0009314359214273115,1.5548982777803484,0.035073829999999986
342,cg00327483,6.366386617117977e-05,1.0243255974300276,0.022784149999999892
343,cg00328227,2.7407313197732784e-13,1.3109398159339922,0.1782735500000001
344,cg00331237,0.364329772837766,1.222527324768197,0.007240444999999998
345,cg00331433,0.03467497079167151,1.239774776109241,0.004613365000000001
346,cg00332153,8.334827946281722e-08,1.5981756891147294,0.11638830000000003
347,cg00332745,0.6907609015201551,1.2830253277722607,0.004199435000000001
348,cg00333226,0.006465343500094261,1.1679815037445278,0.008382975
349,cg00333528,0.0002544387185532341,1.059354512408854,0.050474650000000065
350,cg00334507,0.010286301492010078,1.4321360960842684,0.02306320499999999
351,cg00335286,0.01308768243195824,1.48254776414118,0.036923170000000005
352,cg00336605,0.21270660825173282,1.2884881550800762,0.003912335000000003
353,cg00338702,0.0010264632921345722,1.4163899074327528,0.007613500000000002
354,cg00338893,0.00014097527401572913,1.7397093945496995,0.008300574999999998
355,cg00340102,0.08770548588826123,1.3191800227898292,0.009086685
356,cg00342530,0.0011503496409685109,1.570361737705737,0.022718354999999996
357,cg00343092,0.00736829830480999,1.3448069690577682,0.04123399999999999
358,cg00344358,0.003037129279153369,1.014954014270752,0.013664650000000056
359,cg00344372,0.0005903550842296803,1.0209636860031857,0.01926154999999996
360,cg00344709,0.0003686225066447768,1.057193527209533,0.04143779999999997
361,cg00346145,0.04637610012682975,1.4534414456928966,0.017545325
362,cg00347729,0.013878313463014325,1.1155161827635378,0.07383474999999995
363,cg00347904,0.17800790738440875,1.3495089656520254,0.007868740000000003
364,cg00350296,3.9416076903057537e-10,1.237068013828,0.1600912
365,cg00350478,2.2485427139065051e-10,1.0823905633940183,0.06749795000000003
366,cg00350702,0.6179310761732401,1.4078840728808282,0.004773555000000002
367,cg00351011,0.01273119394484647,2.772823035342967,0.03235933
368,cg00353953,5.4508865141790795e-06,1.6797226033140922,0.057935404999999995
369,cg00354258,9.609352305835755e-06,1.0201024374757097,0.018220000000000014
370,cg00354572,0.2813017517073536,1.198109560866267,0.015183089999999996
371,cg00355802,0.025165330616319117,1.6919652892452242,0.01459096
372,cg00359325,9.315597042269672e-08,1.3950706922585974,0.011918945
373,cg00359973,0.06735544722730051,1.4393554154009922,0.006257044999999999
374,cg00363813,0.02511899519473163,1.5793130176522125,0.004475346000000002
375,cg00364344,0.0788983424577852,2.4842572696718364,0.017631455
376,cg00364814,0.00017866831263339223,1.0450472934784707,0.039600650000000126
377,cg00365193,0.0019420446203484798,1.458206906714024,0.01884405
378,cg00367281,0.00864960532286018,1.0619951148081175,0.052776900000000015
379,cg00367438,0.0023005487034718627,1.6336809378863433,0.023249855
380,cg00368022,0.09392455914449073,1.4187601681146629,0.007611254999999997
381,cg00368415,0.12370878673272197,1.376307255397035,0.0022324665000000004
382,cg00371195,0.21684280392477676,1.018096407299076,0.016639099999999907
383,cg00374717,0.4210560492026184,1.0260478471751164,0.02395029999999998
384,cg00375964,0.33707241031887825,1.597188578303989,0.014026410000000003
385,cg00376639,1.7076712680660588e-06,1.801629370703462,0.036695349999999995
386,cg00380464,0.327511721098136,1.6036562476181928,0.016949109999999996
387,cg00381076,0.1396246373125066,1.2135391802474804,0.0042784550000000005
388,cg00382515,0.37870657866746305,3.3122990566694175,0.025089335
389,cg00382991,0.044520683329673794,1.3616974895992642,0.00840409
390,cg00384537,2.886684686735128e-08,1.6465245545722256,0.16690984999999997
391,cg00386408,0.023007712660296328,1.8918710493173776,0.0266344
392,cg00387170,0.08042532806000083,1.3107345413961222,0.0106746
393,cg00392257,1.1147335190567691e-07,1.1861614981669641,0.07855089999999998
394,cg00393585,0.0015329848259270599,2.269581564492432,0.053463235
395,cg00394658,0.0019299683476102028,1.1855604993227422,0.02741249999999998
396,cg00396163,0.07693627045455015,1.6695037343728412,0.006037661
397,cg00396894,0.0005330538932309987,1.0628573908385701,0.03758690000000009
398,cg00397545,7.096070903960342e-09,1.300262098344183,0.11606159999999999
399,cg00397740,0.00013838531707448937,1.6216619574804245,0.011080079999999999
400,cg00398048,2.2773648147723234e-06,2.4657847198532625,0.12039770999999998
401,cg00399483,0.014249353101103774,1.4178378312064372,0.015496804999999995
