"SampleID","DNAmAge","Comment","noMissingPerSample","meanMethBySample","minMethBySample","maxMethBySample","corSampleVSgoldstandard","meanAbsDifferenceSampleVSgoldstandard","predictedGender","meanXchromosome"
"E.GEOD.36194_GSM884593",29.7275816347847," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248148383638759,0,0.9909673,0.832806320920609,0.101024431022674,"male",0.342793872436866
"E.GEOD.36194_GSM884585",43.6345022430606," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25877313094941,0,0.9914692,0.835518286166241,0.0991665606132328,"female",0.479421483584332
"E.GEOD.36194_GSM884568",63.2032032071606," Warning: meanMethBySample is <0.25",0,0.24660729729825,0,0.9911596,0.873917645945158,0.0807339314071259,"female",0.436047918445161
"E.GEOD.36194_GSM884591",29.0835039054397," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.241410316501638,0,0.9922985,0.82974954277961,0.101562717833756,"male",0.331116364265438
"E.GEOD.36194_GSM884592",51.5994710985118," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248335075111353,0,0.9961198,0.830999878219644,0.102626023687834,"male",0.338637742276498
"E.GEOD.36194_GSM884603",58.05110205537,"",0,0.264865974034505,0,0.9933771,0.895899850274506,0.0842036021219908,"male",0.345561986317972
"E.GEOD.36194_GSM884604",50.4591640040146," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252855774028019,0,0.9941987,0.829495085098112,0.103299001979739,"female",0.467755955003687
"E.GEOD.36194_GSM884576",58.2979388548611," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.255407254618074,0,0.994741,0.840272938698387,0.104404225963553,"male",0.344575648970507
"E.GEOD.36194_GSM884572",60.2353274685595,"",0,0.252090081625702,0,0.9951826,0.850435190769201,0.101527896961708,"female",0.514333596264516
"E.GEOD.36194_GSM884602",18.7545160614968," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250408229082085,0,0.992605,0.839795824507925,0.0999466906077917,"male",0.346274437119816
"E.GEOD.36194_GSM884579",60.6017700551932," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.244765652255475,0,0.9919332,0.840271525398706,0.0970220147332231,"female",0.448702530695853
"E.GEOD.36194_GSM884587",56.8146379707566," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25661995134898,0,0.9923751,0.830658176777309,0.102046286876031,"male",0.344176695745622
"E.GEOD.36194_GSM884595",47.8879389539701," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.24702980585936,0,0.9934871,0.833196079653421,0.101124171119946,"male",0.337274138647926
"E.GEOD.36194_GSM884597",64.1811231382151," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253428181138946,0,0.9935293,0.829690411037002,0.103699495748489,"male",0.344496693976959
"E.GEOD.36194_GSM884573",62.3782549618725," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251158633803538,0,0.9950932,0.835790268195054,0.105774742805611,"female",0.48498954756129
"E.GEOD.36194_GSM884606",13.596161527615," Warning: meanMethBySample is <0.25",0,0.24978496017339,0,0.9933276,0.851649009620489,0.0967135843728611,"male",0.3423642870553
"E.GEOD.36194_GSM884578",59.6128422423442,"",0,0.26249280686096,0,0.99512,0.85930336745259,0.0857693617413776,"male",0.350296415327189
"E.GEOD.36194_GSM884600",24.9134189422894,"",0,0.251086779526175,0,0.994949,0.851101079151401,0.0967201445671524,"female",0.464811192230415
"E.GEOD.36194_GSM884594",23.0046275351088," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.254075738558452,0,0.9936473,0.840958192047767,0.0991306117340265,"male",0.352962116357604
"E.GEOD.36194_GSM884605",30.7393225627662," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.259401685818799,0,0.9917993,0.834396871668347,0.10235700291871,"male",0.347662415870046
"E.GEOD.36194_GSM884589",35.9470140146697," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.246802097066534,0,0.9959557,0.83680729135927,0.101536430741673,"female",0.412864983832258
"E.GEOD.36194_GSM884588",40.1875092710306," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.260071840399803,0,0.987138,0.833674127341588,0.100434190592683,"female",0.456885466047005
"E.GEOD.36194_GSM884590",41.3162594875968," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253603962718846,0,0.9944064,0.842216429267897,0.0998621687433699,"female",0.490508744576037
"E.GEOD.36194_GSM884581",54.7983300247252," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251572289362785,0,0.9942169,0.840540968084472,0.098944455997967,"male",0.339645328795392
"E.GEOD.36194_GSM884607",36.1006344383227," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253361079591118,0,0.9931102,0.836489527332969,0.100766663163472,"female",0.429260657368664
"E.GEOD.36194_GSM884583",30.2323408789115," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248811732636555,0,0.992425,0.832085969988998,0.100599067431794,"male",0.335884988121659
"E.GEOD.15745_GSM401645",28.0828458248689," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252406559511466,0,0.9946144,0.836852989160377,0.104021649326428,"female",0.479916278321659
"E.GEOD.15745_GSM401649",60.0977261756777," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.245192243053795,0,0.9942288,0.840793415261719,0.104726275709669,"female",0.451190667893088
"E.GEOD.15745_GSM401643",32.3609960084617," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253416159696415,0,0.9939351,0.83823885640163,0.104257893108508,"male",0.341312444658065
"E.GEOD.15745_GSM401551",50.3387562599232," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251712850348886,0,0.9903107,0.849228384662793,0.0959164610932671,"male",0.334687380193548
"E.GEOD.15745_GSM401543",24.0680656418461," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.254368493355452,0,0.9942599,0.846542104555867,0.100128372202109,"male",0.336591562047005
"E.GEOD.15745_GSM401592",64.9539481673793," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251526730860024,0,0.9878467,0.842252349171202,0.0991246134801651,"female",0.471475056523502
"E.GEOD.15745_GSM401565",39.2350741510212," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.244409903460403,0,0.9939068,0.84605673315299,0.102739247558601,"male",0.332765678125346
"E.GEOD.15745_GSM401566",41.0392639853008," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248009688406664,0,0.9949651,0.839694305881053,0.105002512319117,"female",0.457776188564055
"E.GEOD.15745_GSM401623",70.8113461176598," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.242805438480017,0,0.9909391,0.834821448759078,0.102415351323723,"female",0.446405188009217
"E.GEOD.15745_GSM401577",64.8529079039555," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.228216201540949,0,0.9943143,0.837738931930964,0.0939741955960008,"Unsure",0.396702333861751
"E.GEOD.15745_GSM401600",45.1002455570144," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247490946851039,0,0.9957018,0.835975813703222,0.103645238274017,"male",0.333625952168664
"E.GEOD.15745_GSM401594",56.6848526581351," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.259302495270638,0,0.9922906,0.839452095924208,0.0997455493282389,"male",0.344990808220277
"E.GEOD.15745_GSM401608",33.5403991703831," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252039207096687,0,0.9897527,0.83705750400385,0.103164036487889,"male",0.337545719367742
"E.GEOD.15745_GSM401648",29.9685273267593," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.242011961331917,0,0.9952199,0.835087505477145,0.104979090281553,"male",0.328510701567742
"E.GEOD.15745_GSM401546",31.5780646529185," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251777269993448,0,0.9939968,0.844499362711065,0.100915833882762,"female",0.444231620242396
"E.GEOD.15745_GSM401605",45.7567287037697," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251517014253931,0,0.9917907,0.834558011643408,0.103565067214809,"male",0.338716569958525
"E.GEOD.15745_GSM401614",36.3447409766593," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.256289063612317,0,0.9934276,0.83709670224578,0.101614337857261,"male",0.343446849410138
"E.GEOD.15745_GSM401589",41.0104569463777," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252487500236475,0,0.9909223,0.836941754001378,0.102582525069713,"female",0.467094820722581
"E.GEOD.15745_GSM401591",54.1055571662151," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253822159719393,0,0.989718,0.836885635011664,0.101799944595098,"male",0.340274780212903
"E.GEOD.15745_GSM401626",58.3932310093368," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247128253883283,0,0.9934702,0.833243338293166,0.103700490119673,"male",0.331567566301383
"E.GEOD.15745_GSM401651",33.4647427282494," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.2435733854935,0,0.9959507,0.839713044952063,0.104335578669955,"female",0.447424524397235
"E.GEOD.15745_GSM401617",48.2316198680306," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25536376165205,0,0.9926916,0.832948015563407,0.101985987079361,"male",0.341744122603687
"E.GEOD.15745_GSM401625",70.6924565702371," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.244303207946509,0,0.9946848,0.833424495186779,0.104249913495225,"male",0.335397742327189
"E.GEOD.15745_GSM401548",42.9185766254176," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.244998942440519,0,0.9960483,0.839236536335721,0.103456319923537,"male",0.333058389797235
"E.GEOD.15745_GSM401628",63.7838991473701," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247980066324176,0,0.9928825,0.835821258504596,0.101562443987046,"male",0.328744735171429
"E.GEOD.15745_GSM401588",30.8866151482403,"",0,0.259160480725197,0,0.9913931,0.853204783789048,0.0993865794252809,"male",0.344382752886636
"E.GEOD.15745_GSM401637",51.0973408486294," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253839081894609,0,0.9927945,0.836084240198543,0.10290838356203,"male",0.341586706147465
"E.GEOD.15745_GSM401580",69.9053585041777," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252222027378089,0,0.993729,0.828152725113619,0.107708143447228,"male",0.338973443602765
"E.GEOD.15745_GSM401585",59.7878289356644," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.237897622038375,0,0.9926735,0.835109086687046,0.0979590488155964,"male",0.317599854403687
"E.GEOD.15745_GSM401654",48.1011160615145," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247393887752738,0,0.9949533,0.836409284797861,0.106406837068196,"female",0.472279259907834
"E.GEOD.15745_GSM401545",48.4640412852841," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25289266362647,0,0.9939817,0.842578187457952,0.101506110298923,"female",0.48074357136682
"E.GEOD.15745_GSM401609",31.4054663366235," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251781606553117,0,0.9930952,0.840694597534033,0.102708682609812,"male",0.3394550543447
"E.GEOD.15745_GSM401571",35.8966800996149," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247848368803632,0,0.9936104,0.836786862851425,0.104748715746625,"female",0.479123849937327
"E.GEOD.15745_GSM401540",58.1908909171416," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253843749882862,0,0.9939309,0.835570723755795,0.104809734237652,"male",0.339681298995392
"E.GEOD.15745_GSM401542",56.3749014207606," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.257697323129305,0,0.993679,0.838463012214517,0.101159259591199,"male",0.34178252102083
"E.GEOD.15745_GSM401603",31.0468679858997,"",0,0.254041101384687,0,0.9936072,0.8543732152796,0.0953386911242652,"male",0.341065895717972
"E.GEOD.15745_GSM401554",21.652195624137,"",0,0.252377423806954,0,0.9914743,0.850757657752618,0.0974548503646355,"female",0.459360131718894
"E.GEOD.15745_GSM401586",68.5068196525907," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25310817717208,0,0.9906085,0.842969707401062,0.0996648798039365,"female",0.488160853647926
"E.GEOD.15745_GSM401560",35.9073696376795," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248249643022744,0,0.9900574,0.836130739121456,0.101109709444292,"male",0.336754124071889
"E.GEOD.15745_GSM401640",46.8957249810053,"",0,0.252552056668242,0,0.9933525,0.850746993311664,0.0995148547869029,"male",0.338007290180645
"E.GEOD.15745_GSM401631",44.7614615421137," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.254002526770344,0,0.9953391,0.841501464374751,0.103539994547432,"male",0.340143221984332
"E.GEOD.15745_GSM401549",45.9344431404913," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251722395360399,0,0.9940431,0.837644424017897,0.103471114303315,"male",0.335550865911521
"E.GEOD.15745_GSM401652",31.5071410509787," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.24987335365767,0,0.9957906,0.842031664638281,0.105240528627979,"female",0.471498297294931
"E.GEOD.15745_GSM401574",35.8033668410396," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.24848349198596,0,0.9938457,0.842126367743277,0.103531698689047,"male",0.338288312334562
"E.GEOD.15745_GSM401562",40.4972954276589," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.266064353513197,0,0.9863283,0.775577556834362,0.141220838227664,"male",0.334989330571429
"E.GEOD.15745_GSM401646",43.5412104867501," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252266534990453,0,0.9958667,0.845649122244139,0.100022600466627,"female",0.439454872317972
"E.GEOD.15745_GSM401568",27.8668313598006," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250247865786798,0,0.9946708,0.848506766043228,0.101916273202563,"male",0.339454547482949
"E.GEOD.15745_GSM401657",43.6856126995106," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250169601121064,0,0.9960874,0.834082975748864,0.108475739728224,"female",0.480033825327189
"E.GEOD.15745_GSM401629",51.9768403373914," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250133968846247,0,0.9951423,0.845288152950245,0.101509333153424,"male",0.332599997167281
"E.GEOD.15745_GSM401611",30.9046064392109," MAJOR Warning: The methylation levels of this sample have a very low correlation with the expected values: corSampleVSgoldstandard<0.75. Warning: Poorly calibrated methylation levels: meanAbsDifferenceSampleVSgoldstandard >0.15.",0,0.297654403876778,0,0.9958603,0.519887499056899,0.220400843723323,"male",0.355322794672811
"E.GEOD.15745_GSM401597",47.4109371024275," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.237270591975056,0,0.9894794,0.837581016644273,0.0937340785112477,"male",0.308569780163134
"E.GEOD.36194_GSM401541",41.4920591770065," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252703480775646,0,0.9926196,0.849852301517139,0.0990569505944705,"male",0.335468585752074
"E.GEOD.36194_GSM401601",32.8178566262188," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.255656314813787,0,0.9951583,0.849904175257636,0.099404717007603,"male",0.339228281045161
"E.GEOD.36194_GSM401645",28.0828458248689," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252406559511466,0,0.9946144,0.836852989160377,0.104021649326428,"female",0.479916278321659
"E.GEOD.36194_GSM401649",60.0977261756777," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.245192243053795,0,0.9942288,0.840793415261719,0.104726275709669,"female",0.451190667893088
"E.GEOD.36194_GSM401615",43.045416825016," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.258863233905747,0,0.9930934,0.837319596894528,0.100518435936043,"female",0.513769231798157
"E.GEOD.36194_GSM401622",46.5228710869449," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250119654912626,0,0.99164,0.836636759773904,0.102235098527223,"female",0.462631529626728
"E.GEOD.36194_GSM401557",50.8047485031465," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.285901734982918,0,0.9904265,0.831040580500752,0.110441390794439,"female",0.474569551529954
"E.GEOD.36194_GSM401643",32.3609960084617," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253416159696415,0,0.9939351,0.83823885640163,0.104257893108508,"male",0.341312444658065
"E.GEOD.36194_GSM401638",44.6120566606596," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.250393722379259,0,0.9934634,0.837900013778411,0.103444019675424,"male",0.339589109437788
"E.GEOD.36194_GSM401551",50.3387562599232," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251712850348886,0,0.9903107,0.849228384662793,0.0959164610932671,"male",0.334687380193548
"E.GEOD.36194_GSM401658",40.1248057547105,"",0,0.253200172649242,0,0.9968364,0.890302287788126,0.0891781239318052,"male",0.351490634660829
"E.GEOD.36194_GSM401563",66.2052701753865," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.25305413742456,0,0.9834464,0.821911623616475,0.105551237509006,"female",0.403496898709677
"E.GEOD.36194_GSM401610",30.225832327311," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251919718446415,0,0.9917868,0.842123606719507,0.0987707524997805,"male",0.341824466129954
"E.GEOD.36194_GSM401582",33.0837477355525," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.24539418581023,0,0.9940866,0.836589883381857,0.10464165720468,"male",0.333396731378802
"E.GEOD.36194_GSM401543",24.0680656418461," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.254368493355452,0,0.9942599,0.846542104555867,0.100128372202109,"male",0.336591562047005
"E.GEOD.36194_GSM401559",42.5836558940346," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.252183269329324,0,0.9896533,0.844001005764785,0.0965669694641751,"male",0.33807284002212
"E.GEOD.36194_GSM401650",28.0556019892733," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.243691361405218,0,0.9937876,0.839756469927973,0.105515049222399,"male",0.332887304482949
"E.GEOD.36194_GSM401592",64.9539481673793," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.251526730860024,0,0.9878467,0.842252349171202,0.0991246134801651,"female",0.471475056523502
"E.GEOD.36194_GSM401565",39.2350741510212," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.244409903460403,0,0.9939068,0.84605673315299,0.102739247558601,"male",0.332765678125346
"E.GEOD.36194_GSM401624",66.6454152007544," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.245408396297782,0,0.9921873,0.828223926773386,0.10546485737538,"male",0.332414751137327
"E.GEOD.36194_GSM401566",41.0392639853008," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.248009688406664,0,0.9949651,0.839694305881053,0.105002512319117,"female",0.457776188564055
"E.GEOD.36194_GSM401590",27.0106700134811," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253188059988628,0,0.992152,0.843624483698424,0.0993212490995844,"male",0.34062335184424
"E.GEOD.36194_GSM401550",41.4735527670682," Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.253446563501685,0,0.9923334,0.845437689673028,0.0997444409191773,"female",0.472732353876498
"E.GEOD.36194_GSM401623",70.8113461176598," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.242805438480017,0,0.9909391,0.834821448759078,0.102415351323723,"female",0.446405188009217
"E.GEOD.36194_GSM401573",41.0182609584121," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85.",0,0.247761552136896,0,0.9947953,0.836318443288792,0.105691307210101,"male",0.334741358870968
